#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1550518,26122864,P,ASN10_gp02,-,-,-,-,phosphoprotein,protein-coding,-,-,-,phosphoprotein,20180816,-
1550518,26122865,M,ASN10_gp03,-,-,-,-,matrix protein,protein-coding,-,-,-,matrix protein,20180816,-
1550518,26122866,G,ASN10_gp04,-,-,-,-,glycoprotein,protein-coding,-,-,-,glycoprotein,20180816,-
1550518,26122867,GNS,ASN10_gp05,-,-,-,-,non-structural glycoprotein,protein-coding,-,-,-,non-structural glycoprotein,20180816,-
1550518,26122868,alpha,ASN10_gp06,-,-,-,-,alpha1 protein;alpha2 protein,protein-coding,-,-,-,alpha1 protein;alpha2 protein,20180816,-
1550518,26122869,beta,ASN10_gp07,-,-,-,-,beta protein,protein-coding,-,-,-,beta protein,20180816,-
1550518,26122870,gamma,ASN10_gp08,-,-,-,-,gamma protein,protein-coding,-,-,-,gamma protein,20180816,-
1550518,26122871,delta,ASN10_gp09,-,-,-,-,delta protein,protein-coding,-,-,-,delta protein,20180816,-
1550518,26122872,L,ASN10_gp10,-,-,-,-,polymerase,protein-coding,-,-,-,polymerase,20180816,-
1550518,26122873,N,ASN10_gp01,-,-,-,-,nucleoprotein,protein-coding,-,-,-,nucleoprotein,20180816,-
1550518,26138048,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20210609,-
