#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
13249,58905664,ICG89_mgt04,ICG89_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905665,ICG89_mgt07,ICG89_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905666,ICG89_mgt08,ICG89_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905667,ATP6,ICG89_mgp09,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210522,-
13249,58905668,COX3,ICG89_mgp08,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20210522,-
13249,58905669,ICG89_mgt10,ICG89_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905670,ICG89_mgt11,ICG89_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905671,ICG89_mgt17,ICG89_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905672,ND4L,ICG89_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20210522,-
13249,58905673,ICG89_mgt18,ICG89_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905674,CYTB,ICG89_mgp02,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210522,-
13249,58905675,ICG89_mgt20,ICG89_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905676,ICG89_mgt21,ICG89_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905677,ICG89_mgt02,ICG89_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905678,ICG89_mgt03,ICG89_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905679,ND2,ICG89_mgp13,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210522,-
13249,58905680,ICG89_mgt05,ICG89_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905681,ICG89_mgt06,ICG89_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905682,COX1,ICG89_mgp12,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20210522,-
13249,58905683,COX2,ICG89_mgp11,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210522,-
13249,58905684,ICG89_mgt09,ICG89_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905685,ATP8,ICG89_mgp10,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20210522,-
13249,58905686,ND3,ICG89_mgp07,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210522,-
13249,58905687,ICG89_mgt12,ICG89_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905688,ICG89_mgt13,ICG89_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905689,ICG89_mgt14,ICG89_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905690,ICG89_mgt15,ICG89_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905691,ICG89_mgt16,ICG89_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905692,ND5,ICG89_mgp06,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210522,-
13249,58905693,ND4,ICG89_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210522,-
13249,58905694,ICG89_mgt19,ICG89_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905695,ND6,ICG89_mgp03,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210522,-
13249,58905696,ND1,ICG89_mgp01,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210522,-
13249,58905697,ICG89_mgr02,ICG89_mgr02,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20200916,-
13249,58905698,ICG89_mgt22,ICG89_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
13249,58905699,ICG89_mgr01,ICG89_mgr01,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20200916,-
13249,58905700,ICG89_mgt01,ICG89_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200916,-
