#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1610872,26645676,AVT66_gp02,AVT66_gp02,IME_002,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20201221,-
1610872,26645677,AVT66_gp03,AVT66_gp03,IME_003,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645678,AVT66_gp04,AVT66_gp04,IME_004,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20201221,-
1610872,26645679,AVT66_gp05,AVT66_gp05,IME_005,-,-,-,prohead protease,protein-coding,-,-,-,prohead protease,20201221,-
1610872,26645680,AVT66_gp06,AVT66_gp06,IME_006,-,-,-,capsid protein,protein-coding,-,-,-,capsid protein,20201221,-
1610872,26645681,AVT66_gp07,AVT66_gp07,IME_007,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645682,AVT66_gp08,AVT66_gp08,IME_008,-,-,-,DNA packaging protein,protein-coding,-,-,-,DNA packaging protein,20201221,-
1610872,26645683,AVT66_gp09,AVT66_gp09,IME_009,-,-,-,head closure protein,protein-coding,-,-,-,head closure protein,20201221,-
1610872,26645684,AVT66_gp10,AVT66_gp10,IME_010,-,-,-,head-tail joining protein,protein-coding,-,-,-,head-tail joining protein,20210129,-
1610872,26645685,AVT66_gp11,AVT66_gp11,IME_011,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645686,AVT66_gp12,AVT66_gp12,IME_012,-,-,-,major tail protein,protein-coding,-,-,-,major tail protein,20201221,-
1610872,26645687,AVT66_gp13,AVT66_gp13,IME_013,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645688,AVT66_gp14,AVT66_gp14,IME_014,-,-,-,tail length tape measure protein,protein-coding,-,-,-,tail length tape measure protein,20201221,-
1610872,26645689,AVT66_gp15,AVT66_gp15,IME_015,-,-,-,tail protein,protein-coding,-,-,-,tail protein,20201221,-
1610872,26645690,AVT66_gp16,AVT66_gp16,IME_016,-,-,-,minor protein,protein-coding,-,-,-,minor protein,20201221,-
1610872,26645691,AVT66_gp17,AVT66_gp17,IME_017,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645692,AVT66_gp18,AVT66_gp18,IME_018,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645693,AVT66_gp19,AVT66_gp19,IME_019,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645694,AVT66_gp20,AVT66_gp20,IME_020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645695,AVT66_gp21,AVT66_gp21,IME_021,-,-,-,holin,protein-coding,-,-,-,holin,20201221,-
1610872,26645696,AVT66_gp22,AVT66_gp22,IME_022,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645697,AVT66_gp23,AVT66_gp23,IME_023,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1610872,26645698,AVT66_gp24,AVT66_gp24,IME_024,-,-,-,DUF2335 domain-containing protein,protein-coding,-,-,-,DUF2335 domain-containing protein,20201221,-
1610872,26645699,AVT66_gp25,AVT66_gp25,IME_025,-,-,-,tyrosine-type recombinase/integrase,protein-coding,-,-,-,tyrosine-type recombinase/integrase,20201221,-
1610872,26645700,AVT66_gp26,AVT66_gp26,IME_026,-,-,-,PH domain-containing protein,protein-coding,-,-,-,PH domain-containing protein,20201221,-
1610872,26645701,AVT66_gp27,AVT66_gp27,IME_027,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201221,-
