#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1417673,17925285,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20180730,-
1417673,23802520,HISP_RS15305,HISP_RS15305,HISP_15930,-,2,-,PD-(D/E)XK nuclease family protein,protein-coding,-,-,-,PD-(D/E)XK nuclease family protein,20200619,-
1417673,23802521,pglX,HISP_RS16515,HISP_17225,-,2,-,BREX-5 system adenine-specific DNA-methyltransferase PglX,protein-coding,-,-,-,BREX-5 system adenine-specific DNA-methyltransferase PglX,20190806,-
1417673,23802522,HISP_RS15900,HISP_RS15900,HISP_16595,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210125,-
1417673,23802523,HISP_RS15550,HISP_RS15550,HISP_16205,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190806,-
1417673,23802524,HISP_RS15600,HISP_RS15600,HISP_16280,-,2,-,ATPase AAA,protein-coding,-,-,-,ATPase AAA,20200919,-
1417673,23802525,HISP_RS16425,HISP_RS16425,HISP_17130,-,2,-,cation-translocating P-type ATPase,protein-coding,-,-,-,cation-translocating P-type ATPase,20190806,-
1417673,23802526,HISP_RS15475,HISP_RS15475,HISP_16130,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190806,-
1417673,23802527,HISP_RS15530,HISP_RS15530,HISP_16190,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190806,-
1417673,23802530,HISP_RS16320,HISP_RS16320,HISP_17025,-,2,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20190806,-
1417673,23802531,HISP_RS15605,HISP_RS15605,HISP_16285,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190807,-
1417673,23802532,HISP_RS16540,HISP_RS16540,HISP_17255,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190806,-
1417673,23802533,HISP_RS15310,HISP_RS15310,HISP_15935,-,2,-,divalent-cation tolerance protein CutA,protein-coding,-,-,-,divalent-cation tolerance protein CutA,20190806,-
1417673,23802534,npdG,HISP_RS16160,HISP_16865,-,2,-,NADPH-dependent F420 reductase,protein-coding,-,-,-,NADPH-dependent F420 reductase,20190806,-
1417673,23802535,HISP_RS16340,HISP_RS16340,HISP_17045,-,2,-,phenylacetic acid degradation B,protein-coding,-,-,-,phenylacetic acid degradation B,20200919,-
1417673,23802537,HISP_RS16385,HISP_RS16385,HISP_17090,-,2,-,acetyl-CoA carboxylase biotin carboxylase subunit,protein-coding,-,-,-,acetyl-CoA carboxylase biotin carboxylase subunit,20190806,-
1417673,23802538,HISP_RS16590,HISP_RS16590,HISP_17305,-,2,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20200919,-
1417673,23802539,HISP_RS16165,HISP_RS16165,HISP_16870,-,2,-,NAD-dependent succinate-semialdehyde dehydrogenase,protein-coding,-,-,-,NAD-dependent succinate-semialdehyde dehydrogenase,20190806,-
1417673,23802540,HISP_RS16725,HISP_RS16725,HISP_17450,-,2,-,pyridoxamine 5'-phosphate oxidase family protein,protein-coding,-,-,-,pyridoxamine 5'-phosphate oxidase family protein,20200919,-
1417673,23802541,HISP_RS16535,HISP_RS16535,HISP_17250,-,2,-,DUF91 domain-containing protein,protein-coding,-,-,-,DUF91 domain-containing protein,20200619,-
1417673,23802542,HISP_RS15575,HISP_RS15575,HISP_16245,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200619,-
1417673,23802543,HISP_RS16015,HISP_RS16015,HISP_16715,-,2,-,zf-TFIIB domain-containing protein,protein-coding,-,-,-,zf-TFIIB domain-containing protein,20200905,-
1417673,23802544,phnD,HISP_RS16490,HISP_17200,-,2,-,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,protein-coding,-,-,-,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,20210424,-
1417673,23802545,HISP_RS16450,HISP_RS16450,HISP_17155,-,2,-,NADH:flavin oxidoreductase,protein-coding,-,-,-,NADH:flavin oxidoreductase,20190806,-
1417673,23802546,HISP_RS15995,HISP_RS15995,HISP_16690,-,2,-,iron transporter,protein-coding,-,-,-,iron transporter,20190806,-
1417673,23802547,HISP_RS15965,HISP_RS15965,HISP_16660,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190806,-
1417673,23802548,HISP_RS16635,HISP_RS16635,HISP_17350,-,2,-,2-phosphosulfolactate phosphatase,protein-coding,-,-,-,2-phosphosulfolactate phosphatase,20200905,-
1417673,23802549,HISP_RS16585,HISP_RS16585,HISP_17300,-,2,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20200919,-
1417673,23802550,HISP_RS16205,HISP_RS16205,HISP_16910,-,2,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20190806,-
1417673,23802551,HISP_RS16255,HISP_RS16255,HISP_16960,-,2,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200619,-
1417673,23802552,HISP_RS16285,HISP_RS16285,HISP_16990,-,2,-,3-hydroxyacyl-CoA dehydrogenase family protein,protein-coding,-,-,-,3-hydroxyacyl-CoA dehydrogenase family protein,20190806,-
1417673,23802553,HISP_RS15855,HISP_RS15855,HISP_16550,-,2,-,site-specific integrase,protein-coding,-,-,-,site-specific integrase,20190806,-
1417673,23802554,HISP_RS16655,HISP_RS16655,HISP_17370,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190806,-
