#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
192952,1478343,MM_RS00005,MM_RS00005,MM_0001,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200410,-
192952,1478344,MM_RS00010,MM_RS00010,MM_0002,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210327,-
192952,1478346,MM_RS00015,MM_RS00015,MM_0004,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200410,-
192952,1478347,MM_RS00020,MM_RS00020,MM_0005,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200410,-
192952,1478348,MM_RS00025,MM_RS00025,MM_0006,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200410,-
192952,1478349,MM_RS00030,MM_RS00030,MM_0007,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200410,-
192952,1478350,MM_RS00035,MM_RS00035,MM_0008,-,-,-,pseudo,pseudo,-,-,-,-,20201026,-
192952,1478351,MM_RS00040,MM_RS00040,MM_0009,-,-,-,TIGR00341 family protein,protein-coding,-,-,-,TIGR00341 family protein,20200410,-
192952,1478353,MM_RS00050,MM_RS00050,MM_0011,-,-,-,DUF1699 family protein,protein-coding,-,-,-,DUF1699 family protein,20210212,-
192952,1478354,MM_RS00055,MM_RS00055,MM_0012,-,-,-,DUF1428 domain-containing protein,protein-coding,-,-,-,DUF1428 domain-containing protein,20210212,-
192952,1478355,MM_RS00060,MM_RS00060,MM_0013,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478357,MM_RS00070,MM_RS00070,MM_0015,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20200410,-
192952,1478359,MM_RS00090,MM_RS00090,MM_0017,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210129,-
192952,1478361,MM_RS00105,MM_RS00105,MM_0019,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200410,-
192952,1478362,MM_RS00110,MM_RS00110,MM_0020,-,-,-,HEAT repeat domain-containing protein,protein-coding,-,-,-,HEAT repeat domain-containing protein,20210320,-
192952,1478363,MM_RS00115,MM_RS00115,MM_0021,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478364,MM_RS00120,MM_RS00120,MM_0022,-,-,-,type II toxin-antitoxin system HicB family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system HicB family antitoxin,20201028,-
192952,1478365,MM_RS00125,MM_RS00125,MM_0023,-,-,-,type II toxin-antitoxin system HicA family toxin,protein-coding,-,-,-,type II toxin-antitoxin system HicA family toxin,20210212,-
192952,1478366,MM_RS00130,MM_RS00130,MM_0024,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478367,MM_RS00135,MM_RS00135,MM_0025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478368,MM_RS00145,MM_RS00145,MM_0026,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478369,MM_RS00150,MM_RS00150,MM_0027,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478370,MM_RS00155,MM_RS00155,MM_0028,-,-,-,UvrD-helicase domain-containing protein,protein-coding,-,-,-,UvrD-helicase domain-containing protein,20201010,-
192952,1478371,MM_RS00160,MM_RS00160,MM_0029,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478372,MM_RS00165,MM_RS00165,MM_0030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
192952,1478373,MM_RS00170,MM_RS00170,MM_0031,-,-,-,type II toxin-antitoxin system HicB family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system HicB family antitoxin,20201028,-
192952,1478374,MM_RS00175,MM_RS00175,MM_0032,-,-,-,type II toxin-antitoxin system HicA family toxin,protein-coding,-,-,-,type II toxin-antitoxin system HicA family toxin,20200410,-
192952,1478375,MM_RS00180,MM_RS00180,MM_0033,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478376,MM_RS00185,MM_RS00185,MM_0034,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478377,MM_RS00190,MM_RS00190,MM_0035,-,-,-,HEAT repeat domain-containing protein,protein-coding,-,-,-,HEAT repeat domain-containing protein,20210327,-
192952,1478378,MM_RS00195,MM_RS00195,MM_0036,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
192952,1478379,MM_RS00200,MM_RS00200,MM_0037,-,-,-,argininosuccinate synthase,protein-coding,-,-,-,argininosuccinate synthase,20200410,-
192952,1478380,carB,MM_RS00205,MM_0038,-,-,-,carbamoyl-phosphate synthase large subunit,protein-coding,-,-,-,carbamoyl-phosphate synthase large subunit,20201026,-
192952,1478381,carA,MM_RS00210,MM_0039,-,-,-,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,protein-coding,-,-,-,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,20200410,-
192952,1478382,MM_RS00215,MM_RS00215,MM_0040,-,-,-,glycine betaine/L-proline ABC transporter ATP-binding protein,protein-coding,-,-,-,glycine betaine/L-proline ABC transporter ATP-binding protein,20201026,-
192952,1478383,MM_RS00220,MM_RS00220,MM_0041,-,-,-,proline/glycine betaine ABC transporter permease,protein-coding,-,-,-,proline/glycine betaine ABC transporter permease,20200410,-
192952,1478384,MM_RS00225,MM_RS00225,MM_0042,-,-,-,glycine betaine ABC transporter substrate-binding protein,protein-coding,-,-,-,glycine betaine ABC transporter substrate-binding protein,20201026,-
192952,1478385,MM_RS00230,MM_RS00230,MM_0043,-,-,-,PKD domain-containing protein,protein-coding,-,-,-,PKD domain-containing protein,20210212,-
192952,1478386,MM_RS00240,MM_RS00240,MM_0044,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20210212,-
192952,1478387,MM_RS00245,MM_RS00245,MM_0045,-,-,-,ankyrin repeat domain-containing protein,protein-coding,-,-,-,ankyrin repeat domain-containing protein,20201026,-
192952,1478388,MM_RS00250,MM_RS00250,MM_0046,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200410,-
192952,1478389,MM_RS00255,MM_RS00255,MM_0047,-,-,-,aspartate aminotransferase family protein,protein-coding,-,-,-,aspartate aminotransferase family protein,20200410,-
192952,1478390,MM_RS00260,MM_RS00260,MM_0048,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20200410,-
192952,1478391,MM_RS00265,MM_RS00265,MM_0049,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210212,-
192952,1478392,gatE,MM_RS00270,MM_0050,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,protein-coding,-,-,-,Glu-tRNA(Gln) amidotransferase subunit GatE,20201026,-
192952,1478393,MM_RS00275,MM_RS00275,MM_0051,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20201003,-
