#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2315711,60331214,2,I5H63_gp002,SEA_MILLENIUMFORCE_2,-,-,-,terminase small subunit,protein-coding,-,-,-,terminase small subunit,20201129,-
2315711,60331215,3,I5H63_gp003,SEA_MILLENIUMFORCE_3,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210403,-
2315711,60331216,4,I5H63_gp004,SEA_MILLENIUMFORCE_4,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210424,-
2315711,60331217,5,I5H63_gp005,SEA_MILLENIUMFORCE_5,-,-,-,capsid maturation protease,protein-coding,-,-,-,capsid maturation protease,20201129,-
2315711,60331218,6,I5H63_gp006,SEA_MILLENIUMFORCE_6,-,-,-,scaffolding protein,protein-coding,-,-,-,scaffolding protein,20201129,-
2315711,60331219,7,I5H63_gp007,SEA_MILLENIUMFORCE_7,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210403,-
2315711,60331220,8,I5H63_gp008,SEA_MILLENIUMFORCE_8,-,-,-,head-to-tail adaptor,protein-coding,-,-,-,head-to-tail adaptor,20201129,-
2315711,60331221,9,I5H63_gp009,SEA_MILLENIUMFORCE_9,-,-,-,head-to-tail stopper,protein-coding,-,-,-,head-to-tail stopper,20201129,-
2315711,60331222,10,I5H63_gp010,SEA_MILLENIUMFORCE_10,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
2315711,60331223,11,I5H63_gp011,SEA_MILLENIUMFORCE_11,-,-,-,tail terminator,protein-coding,-,-,-,tail terminator,20201129,-
2315711,60331224,12,I5H63_gp012,SEA_MILLENIUMFORCE_12,-,-,-,major tail protein,protein-coding,-,-,-,major tail protein,20201129,-
2315711,60331225,14,I5H63_gp013,SEA_MILLENIUMFORCE_14,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20201129,-
2315711,60331226,15,I5H63_gp015,SEA_MILLENIUMFORCE_15,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210424,-
2315711,60331227,13,I5H63_gp014,SEA_MILLENIUMFORCE_13,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20201129,-
2315711,60331228,16,I5H63_gp016,SEA_MILLENIUMFORCE_16,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
2315711,60331229,17,I5H63_gp017,SEA_MILLENIUMFORCE_17,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
2315711,60331230,18,I5H63_gp018,SEA_MILLENIUMFORCE_18,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
2315711,60331231,19,I5H63_gp019,SEA_MILLENIUMFORCE_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
