#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
246167,32227734,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20181022,-
246167,61502743,EDB33_RS00005,EDB33_RS00005,-,-,-,-,IS3 family transposase,protein-coding,-,-,-,IS3 family transposase,20210212,-
246167,61502744,EDB33_RS00010,EDB33_RS00010,EDB33_1012,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201228,-
246167,61502745,EDB33_RS00015,EDB33_RS00015,EDB33_1013,-,-,-,YtjB family periplasmic protein,protein-coding,-,-,-,YtjB family periplasmic protein,20201228,-
246167,61502746,serB,EDB33_RS00020,EDB33_1014,-,-,-,phosphoserine phosphatase,protein-coding,-,-,-,phosphoserine phosphatase,20201230,-
246167,61502747,EDB33_RS00025,EDB33_RS00025,EDB33_1015,-,-,-,PilZ domain-containing protein,protein-coding,-,-,-,PilZ domain-containing protein,20201228,-
246167,61502748,radA,EDB33_RS00030,EDB33_1016,-,-,-,DNA repair protein RadA,protein-coding,-,-,-,DNA repair protein RadA,20201230,-
246167,61502749,EDB33_RS00035,EDB33_RS00035,EDB33_1017,-,-,-,elongation factor G,protein-coding,-,-,-,elongation factor G,20201230,-
246167,61502750,EDB33_RS00040,EDB33_RS00040,EDB33_1018,-,-,-,DUF2132 domain-containing protein,protein-coding,-,-,-,DUF2132 domain-containing protein,20210417,-
246167,61502751,EDB33_RS00045,EDB33_RS00045,EDB33_1019,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201230,-
246167,61502752,EDB33_RS00050,EDB33_RS00050,EDB33_10110,-,-,-,DUF1127 domain-containing protein,protein-coding,-,-,-,DUF1127 domain-containing protein,20201228,-
246167,61502753,EDB33_RS00055,EDB33_RS00055,EDB33_10111,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20201228,-
246167,61502754,EDB33_RS00060,EDB33_RS00060,EDB33_10112,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201230,-
246167,61502755,EDB33_RS00065,EDB33_RS00065,EDB33_10113,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
246167,61502756,EDB33_RS00070,EDB33_RS00070,EDB33_10114,-,-,-,prepilin peptidase,protein-coding,-,-,-,prepilin peptidase,20201230,-
246167,61502757,EDB33_RS00075,EDB33_RS00075,EDB33_10115,-,-,-,ATPase AAA,protein-coding,-,-,-,ATPase AAA,20201230,-
246167,61502758,cpaB,EDB33_RS00080,EDB33_10116,-,-,-,Flp pilus assembly protein CpaB,protein-coding,-,-,-,Flp pilus assembly protein CpaB,20201230,-
246167,61502759,EDB33_RS00085,EDB33_RS00085,EDB33_10117,-,-,-,type II and III secretion system protein family protein,protein-coding,-,-,-,type II and III secretion system protein family protein,20201230,-
246167,61502760,EDB33_RS00090,EDB33_RS00090,EDB33_10118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
246167,61502761,EDB33_RS00095,EDB33_RS00095,EDB33_10119,-,-,-,pilus assembly protein,protein-coding,-,-,-,pilus assembly protein,20201230,-
246167,61502762,EDB33_RS00100,EDB33_RS00100,EDB33_10120,-,-,-,pilus assembly protein,protein-coding,-,-,-,pilus assembly protein,20201230,-
246167,61502763,EDB33_RS00105,EDB33_RS00105,EDB33_10121,-,-,-,pilus assembly protein,protein-coding,-,-,-,pilus assembly protein,20201230,-
246167,61502764,EDB33_RS00110,EDB33_RS00110,EDB33_10122,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201230,-
246167,61502765,EDB33_RS00115,EDB33_RS00115,EDB33_10123,-,-,-,CpaF family protein,protein-coding,-,-,-,CpaF family protein,20201228,-
246167,61502766,EDB33_RS00120,EDB33_RS00120,EDB33_10124,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20201230,-
246167,61502767,EDB33_RS00125,EDB33_RS00125,EDB33_10125,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20201230,-
246167,61502768,EDB33_RS00130,EDB33_RS00130,EDB33_10126,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20201230,-
246167,61502769,EDB33_RS00135,EDB33_RS00135,EDB33_10127,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
246167,61502770,EDB33_RS00140,EDB33_RS00140,EDB33_10128,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20201230,-
246167,61502771,chrA,EDB33_RS00145,EDB33_10129,-,-,-,chromate efflux transporter,protein-coding,-,-,-,chromate efflux transporter,20201228,-
246167,61502772,EDB33_RS00150,EDB33_RS00150,EDB33_10130,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201228,-
246167,61502773,EDB33_RS00155,EDB33_RS00155,EDB33_10131,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20201230,-
246167,61502774,ygjK,EDB33_RS00160,EDB33_10132,-,-,-,alpha-glucosidase,protein-coding,-,-,-,alpha-glucosidase,20201228,-
246167,61502775,EDB33_RS00165,EDB33_RS00165,EDB33_10133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
