#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2419965,55006780,2,HOU51_gp02,PBI_PEAS_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210403,-
2419965,55006781,3,HOU51_gp03,PBI_PEAS_3,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210403,-
2419965,55006782,4,HOU51_gp04,PBI_PEAS_4,-,-,-,capsid maturation protease,protein-coding,-,-,-,capsid maturation protease,20201221,-
2419965,55006783,5,HOU51_gp05,PBI_PEAS_5,-,-,-,scaffolding protein,protein-coding,-,-,-,scaffolding protein,20201221,-
2419965,55006784,6,HOU51_gp06,PBI_PEAS_6,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210403,-
2419965,55006785,7,HOU51_gp07,PBI_PEAS_7,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006786,8,HOU51_gp08,PBI_PEAS_8,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006787,9,HOU51_gp09,PBI_PEAS_9,-,-,-,head-to-tail adaptor,protein-coding,-,-,-,head-to-tail adaptor,20201221,-
2419965,55006788,10,HOU51_gp10,PBI_PEAS_10,-,-,-,head-to-tail stopper,protein-coding,-,-,-,head-to-tail stopper,20201221,-
2419965,55006789,11,HOU51_gp11,PBI_PEAS_11,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006790,12,HOU51_gp12,PBI_PEAS_12,-,-,-,tail terminator,protein-coding,-,-,-,tail terminator,20201221,-
2419965,55006791,13,HOU51_gp13,PBI_PEAS_13,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006792,14,HOU51_gp14,PBI_PEAS_14,-,-,-,major tail protein,protein-coding,-,-,-,major tail protein,20201221,-
2419965,55006793,15,HOU51_gp15,PBI_PEAS_15,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20201221,-
2419965,55006794,18,HOU51_gp18,PBI_PEAS_18,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210403,-
2419965,55006795,19,HOU51_gp19,PBI_PEAS_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201221,-
2419965,55006796,20,HOU51_gp20,PBI_PEAS_20,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201221,-
2419965,55006797,21,HOU51_gp21,PBI_PEAS_21,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201221,-
2419965,55006798,22,HOU51_gp22,PBI_PEAS_22,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201221,-
2419965,55006799,23,HOU51_gp23,PBI_PEAS_23,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20201221,-
2419965,55006800,24,HOU51_gp24,PBI_PEAS_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006801,25,HOU51_gp25,PBI_PEAS_25,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20201221,-
2419965,55006802,26,HOU51_gp26,PBI_PEAS_26,-,-,-,membrane protein,protein-coding,-,-,-,membrane protein,20201221,-
2419965,55006803,27,HOU51_gp27,PBI_PEAS_27,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006804,28,HOU51_gp28,PBI_PEAS_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006805,29,HOU51_gp29,PBI_PEAS_29,-,-,-,glycosidase,protein-coding,-,-,-,glycosidase,20210403,-
2419965,55006806,30,HOU51_gp30,PBI_PEAS_30,-,-,-,membrane protein + glycosyl hydrolase domain,protein-coding,-,-,-,membrane protein + glycosyl hydrolase domain,20210403,-
2419965,55006807,31,HOU51_gp31,PBI_PEAS_31,-,-,-,acetyltransferase,protein-coding,-,-,-,acetyltransferase,20210403,-
2419965,55006808,32,HOU51_gp32,PBI_PEAS_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006809,33,HOU51_gp33,PBI_PEAS_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006810,34,HOU51_gp34,PBI_PEAS_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006811,35,HOU51_gp35,PBI_PEAS_35,-,-,-,integrase,protein-coding,-,-,-,integrase,20210403,-
2419965,55006812,36,HOU51_gp36,PBI_PEAS_36,-,-,-,helix-turn-helix DNA binding protein,protein-coding,-,-,-,helix-turn-helix DNA binding protein,20210403,-
2419965,55006813,37,HOU51_gp37,PBI_PEAS_37,-,-,-,immunity repressor,protein-coding,-,-,-,immunity repressor,20210403,-
2419965,55006814,38,HOU51_gp38,PBI_PEAS_38,-,-,-,helix-turn-helix DNA binding protein,protein-coding,-,-,-,helix-turn-helix DNA binding protein,20210403,-
2419965,55006815,39,HOU51_gp39,PBI_PEAS_39,-,-,-,excise,protein-coding,-,-,-,excise,20201221,-
2419965,55006816,40,HOU51_gp40,PBI_PEAS_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006817,41,HOU51_gp41,PBI_PEAS_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006818,42,HOU51_gp42,PBI_PEAS_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006819,43,HOU51_gp43,PBI_PEAS_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006820,44,HOU51_gp44,PBI_PEAS_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006821,45,HOU51_gp45,PBI_PEAS_45,-,-,-,exonuclease,protein-coding,-,-,-,exonuclease,20201221,-
2419965,55006822,46,HOU51_gp46,PBI_PEAS_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
2419965,55006823,47,HOU51_gp47,PBI_PEAS_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
