#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1897501,60330078,I5H52_gp002,I5H52_gp002,SEA_KERSH_2,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210406,-
1897501,60330079,I5H52_gp003,I5H52_gp003,SEA_KERSH_3,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210417,-
1897501,60330080,I5H52_gp004,I5H52_gp004,SEA_KERSH_4,-,-,-,capsid maturation protease,protein-coding,-,-,-,capsid maturation protease,20201129,-
1897501,60330081,I5H52_gp005,I5H52_gp005,SEA_KERSH_5,-,-,-,scaffolding protein,protein-coding,-,-,-,scaffolding protein,20201129,-
1897501,60330082,I5H52_gp006,I5H52_gp006,SEA_KERSH_6,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210417,-
1897501,60330083,I5H52_gp007,I5H52_gp007,SEA_KERSH_7,-,-,-,head-to-tail adaptor,protein-coding,-,-,-,head-to-tail adaptor,20201129,-
1897501,60330084,I5H52_gp008,I5H52_gp008,SEA_KERSH_8,-,-,-,head-to-tail stopper,protein-coding,-,-,-,head-to-tail stopper,20201129,-
1897501,60330085,I5H52_gp009,I5H52_gp009,SEA_KERSH_9,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
1897501,60330086,I5H52_gp010,I5H52_gp010,SEA_KERSH_10,-,-,-,tail terminator,protein-coding,-,-,-,tail terminator,20201129,-
1897501,60330087,I5H52_gp011,I5H52_gp011,SEA_KERSH_11,-,-,-,major tail subunit,protein-coding,-,-,-,major tail subunit,20201129,-
1897501,60330088,I5H52_gp012,I5H52_gp012,SEA_KERSH_13,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20201129,-
1897501,60330089,I5H52_gp014,I5H52_gp014,SEA_KERSH_14,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210417,-
1897501,60330090,I5H52_gp013,I5H52_gp013,SEA_KERSH_12,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20201129,-
1897501,60330091,I5H52_gp015,I5H52_gp015,SEA_KERSH_15,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1897501,60330092,I5H52_gp016,I5H52_gp016,SEA_KERSH_16,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1897501,60330093,I5H52_gp017,I5H52_gp017,SEA_KERSH_17,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1897501,60330094,I5H52_gp018,I5H52_gp018,SEA_KERSH_18,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1897501,60330095,I5H52_gp019,I5H52_gp019,SEA_KERSH_19,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1897501,60330096,I5H52_gp020,I5H52_gp020,SEA_KERSH_20,-,-,-,D-ala-D-ala carboxypeptidase,protein-coding,-,-,-,D-ala-D-ala carboxypeptidase,20210417,-
1897501,60330097,I5H52_gp021,I5H52_gp021,SEA_KERSH_21,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20201129,-
1897501,60330098,I5H52_gp022,I5H52_gp022,SEA_KERSH_22,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330099,I5H52_gp023,I5H52_gp023,SEA_KERSH_23,-,-,-,HTH DNA binding domain protein,protein-coding,-,-,-,HTH DNA binding domain protein,20210417,-
1897501,60330100,I5H52_gp025,I5H52_gp025,SEA_KERSH_25,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330101,I5H52_gp026,I5H52_gp026,SEA_KERSH_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330102,I5H52_gp027,I5H52_gp027,SEA_KERSH_27,-,-,-,lipase,protein-coding,-,-,-,lipase,20210417,-
1897501,60330103,I5H52_gp028,I5H52_gp028,SEA_KERSH_28,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330104,I5H52_gp029,I5H52_gp029,SEA_KERSH_29,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20210417,-
1897501,60330105,I5H52_gp030,I5H52_gp030,SEA_KERSH_30,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20201129,-
1897501,60330106,I5H52_gp031,I5H52_gp031,SEA_KERSH_31,-,-,-,holin,protein-coding,-,-,-,holin,20210212,-
1897501,60330107,I5H52_gp032,I5H52_gp032,SEA_KERSH_32,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
1897501,60330108,I5H52_gp033,I5H52_gp033,SEA_KERSH_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330109,I5H52_gp035,I5H52_gp035,SEA_KERSH_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330110,I5H52_gp038,I5H52_gp038,SEA_KERSH_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330111,I5H52_gp039,I5H52_gp039,SEA_KERSH_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330112,I5H52_gp040,I5H52_gp040,SEA_KERSH_40,-,-,-,HTH DNA binding domain protein,protein-coding,-,-,-,HTH DNA binding domain protein,20210406,-
1897501,60330113,I5H52_gp041,I5H52_gp041,SEA_KERSH_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
1897501,60330114,I5H52_gp042,I5H52_gp042,SEA_KERSH_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201129,-
