#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2686209,56135354,H1O08_gp70,H1O08_gp70,KLPPOU149_070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135355,H1O08_gp65,H1O08_gp65,KLPPOU149_065,-,-,-,putative minor tail protein,protein-coding,-,-,-,putative minor tail protein,20210327,-
2686209,56135356,H1O08_gp73,H1O08_gp73,KLPPOU149_073,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135357,H1O08_gp51,H1O08_gp51,KLPPOU149_051,-,-,-,putative portal protein,protein-coding,-,-,-,putative portal protein,20210403,-
2686209,56135358,H1O08_gp15,H1O08_gp15,KLPPOU149_015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135359,H1O08_gp52,H1O08_gp52,KLPPOU149_052,-,-,-,putative head morphogenesis,protein-coding,-,-,-,putative head morphogenesis,20210313,-
2686209,56135360,H1O08_gp08,H1O08_gp08,KLPPOU149_008,-,-,-,putative polynucleotide kinase,protein-coding,-,-,-,putative polynucleotide kinase,20210313,-
2686209,56135361,H1O08_gp54,H1O08_gp54,KLPPOU149_054,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135362,H1O08_gp02,H1O08_gp02,KLPPOU149_002,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
2686209,56135363,H1O08_gp76,H1O08_gp76,KLPPOU149_076,-,-,-,putative DNA primase/helicase,protein-coding,-,-,-,putative DNA primase/helicase,20210403,-
2686209,56135364,H1O08_gp56,H1O08_gp56,KLPPOU149_056,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135365,H1O08_gp77,H1O08_gp77,KLPPOU149_077,-,-,-,putative transcriptional regular,protein-coding,-,-,-,putative transcriptional regular,20210123,-
2686209,56135366,H1O08_gp53,H1O08_gp53,KLPPOU149_053,-,-,-,putative capsid protein,protein-coding,-,-,-,putative capsid protein,20210313,-
2686209,56135367,H1O08_gp67,H1O08_gp67,KLPPOU149_067,-,-,-,putative tail assembly protein K,protein-coding,-,-,-,putative tail assembly protein K,20210403,-
2686209,56135368,H1O08_gp68,H1O08_gp68,KLPPOU149_068,-,-,-,putative tail assembly protein I,protein-coding,-,-,-,putative tail assembly protein I,20201217,-
2686209,56135369,H1O08_gp04,H1O08_gp04,KLPPOU149_004,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135370,H1O08_gp19,H1O08_gp19,KLPPOU149_019,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135371,H1O08_gp72,H1O08_gp72,KLPPOU149_072,-,-,-,putative tail fiber,protein-coding,-,-,-,putative tail fiber,20210313,-
2686209,56135372,H1O08_gp62,H1O08_gp62,KLPPOU149_062,-,-,-,putative tape measure chaperone,protein-coding,-,-,-,putative tape measure chaperone,20200801,-
2686209,56135373,H1O08_gp75,H1O08_gp75,KLPPOU149_075,-,-,-,putative exonuclease,protein-coding,-,-,-,putative exonuclease,20210313,-
2686209,56135374,H1O08_gp69,H1O08_gp69,KLPPOU149_069,-,-,-,putative tail fiber protein J,protein-coding,-,-,-,putative tail fiber protein J,20210313,-
2686209,56135375,H1O08_gp10,H1O08_gp10,KLPPOU149_010,-,-,-,putative holin,protein-coding,-,-,-,putative holin,20200724,-
2686209,56135376,H1O08_gp45,H1O08_gp45,KLPPOU149_045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135377,H1O08_gp25,H1O08_gp25,KLPPOU149_025,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
2686209,56135378,H1O08_gp50,H1O08_gp50,KLPPOU149_050,-,-,-,putative terminase large subunit,protein-coding,-,-,-,putative terminase large subunit,20210403,-
2686209,56135379,H1O08_gp55,H1O08_gp55,KLPPOU149_055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210403,-
2686209,56135380,H1O08_gp09,H1O08_gp09,KLPPOU149_009,-,-,-,putative nucleoside triphosphate hydrolase,protein-coding,-,-,-,putative nucleoside triphosphate hydrolase,20210123,-
