#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
71006,26377866,ND6,AT057_gp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20160309,-
71006,26377867,AT057_gt12,AT057_gt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377868,AT057_gt17,AT057_gt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377869,AT057_gt21,AT057_gt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377870,AT057_gt07,AT057_gt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377871,AT057_gt04,AT057_gt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377872,AT057_gt15,AT057_gt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377873,AT057_gt14,AT057_gt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377874,COX3,AT057_gp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,-,20160730,-
71006,26377875,AT057_gt20,AT057_gt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377876,AT057_gt16,AT057_gt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377877,ND4,AT057_gp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20181215,-
71006,26377878,ATP6,AT057_gp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,-,20160309,-
71006,26377879,AT057_gt01,AT057_gt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377880,AT057_gr02,AT057_gr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20151209,-
71006,26377881,AT057_gt02,AT057_gt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377882,AT057_gr01,AT057_gr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20151209,-
71006,26377883,AT057_gt03,AT057_gt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377884,ND1,AT057_gp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20160309,-
71006,26377885,AT057_gt05,AT057_gt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377886,AT057_gt06,AT057_gt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377887,ND2,AT057_gp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20181215,-
71006,26377888,AT057_gt08,AT057_gt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377889,AT057_gt09,AT057_gt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377890,AT057_gt10,AT057_gt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377891,AT057_gt11,AT057_gt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377892,COX1,AT057_gp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,-,20181215,-
71006,26377893,AT057_gt13,AT057_gt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377894,COX2,AT057_gp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,-,20181215,-
71006,26377895,ATP8,AT057_gp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20160309,-
71006,26377896,ND3,AT057_gp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20160309,-
71006,26377897,ND4L,AT057_gp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20160309,-
71006,26377898,AT057_gt18,AT057_gt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377899,AT057_gt19,AT057_gt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
71006,26377900,ND5,AT057_gp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20181215,-
71006,26377901,CYTB,AT057_gp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,-,20181215,-
71006,26377902,AT057_gt22,AT057_gt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20151209,-
