#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
36243,29294981,BKI00_gt04,BKI00_gt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294982,BKI00_gt07,BKI00_gt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294983,BKI00_gt12,BKI00_gt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294984,BKI00_gt14,BKI00_gt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294985,ATP6,BKI00_gp08,-,-,MT,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA,protein-coding,-,-,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA|ATP synthase F0 subunit 6,20180428,-
36243,29294986,COX3,BKI00_gp07,-,-,MT,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA,protein-coding,-,-,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA|cytochrome c oxidase subunit III,20180428,-
36243,29294987,BKI00_gt15,BKI00_gt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294988,BKI00_gt16,BKI00_gt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294989,ND4,BKI00_gp04,-,-,MT,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA,protein-coding,-,-,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA|NADH dehydrogenase subunit 4,20180428,-
36243,29294990,BKI00_gt17,BKI00_gt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294991,CYTB,BKI00_gp02,-,-,MT,-,cytochrome b,protein-coding,-,-,-,-,20170210,-
36243,29294992,BKI00_gt20,BKI00_gt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294993,BKI00_gt22,BKI00_gt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294994,BKI00_gt01,BKI00_gt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294995,BKI00_gr02,BKI00_gr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20161014,-
36243,29294996,BKI00_gt02,BKI00_gt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294997,BKI00_gr01,BKI00_gr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20161014,-
36243,29294998,BKI00_gt03,BKI00_gt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29294999,ND1,BKI00_gp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170908,-
36243,29295000,BKI00_gt05,BKI00_gt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295001,BKI00_gt06,BKI00_gt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295002,ND2,BKI00_gp12,-,-,MT,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA,protein-coding,-,-,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA|NADH dehydrogenase subunit 2,20170210,-
36243,29295003,BKI00_gt08,BKI00_gt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295004,BKI00_gt09,BKI00_gt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295005,BKI00_gt10,BKI00_gt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295006,BKI00_gt11,BKI00_gt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295007,COX1,BKI00_gp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,-,20170908,-
36243,29295008,BKI00_gt13,BKI00_gt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295009,COX2,BKI00_gp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,-,20170210,-
36243,29295010,ATP8,BKI00_gp09,-,-,MT,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA,protein-coding,-,-,-,TAA stop codon is completed by the addition of 3' A residues to the mRNA|ATP synthase F0 subunit 8,20170908,-
36243,29295011,ND3,BKI00_gp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20180428,-
36243,29295012,ND4L,BKI00_gp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20180428,-
36243,29295013,BKI00_gt18,BKI00_gt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295014,BKI00_gt19,BKI00_gt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295015,ND5,BKI00_gp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20170210,-
36243,29295016,BKI00_gt21,BKI00_gt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20161014,-
36243,29295017,ND6,BKI00_gp01,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20170210,-
