#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1541821,22277517,PI27_gp02,PI27_gp02,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277518,PI27_gp03,PI27_gp03,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277519,PI27_gp04,PI27_gp04,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277520,PI27_gp05,PI27_gp05,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277521,PI27_gp06,PI27_gp06,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277522,PI27_gp07,PI27_gp07,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277523,PI27_gp08,PI27_gp08,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277524,PI27_gp09,PI27_gp09,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277525,PI27_gp10,PI27_gp10,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277526,PI27_gp11,PI27_gp11,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277527,PI27_gp12,PI27_gp12,-,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20201221,-
1541821,22277528,PI27_gp13,PI27_gp13,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277529,PI27_gp14,PI27_gp14,-,-,-,-,recA-like recombinase,protein-coding,-,-,-,recA-like recombinase,20210129,-
1541821,22277530,PI27_gp15,PI27_gp15,-,-,-,-,DNA polymerase I,protein-coding,-,-,-,DNA polymerase I,20201221,-
1541821,22277531,PI27_gp16,PI27_gp16,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277532,PI27_gp17,PI27_gp17,-,-,-,-,PcfJ domain-containing protein,protein-coding,-,-,-,PcfJ domain-containing protein,20201221,-
1541821,22277533,PI27_gp18,PI27_gp18,-,-,-,-,nicotinamide phosphoribosyltransferase,protein-coding,-,-,-,nicotinamide phosphoribosyltransferase,20201221,-
1541821,22277534,PI27_gp19,PI27_gp19,-,-,-,-,ribonucleotide reductase,protein-coding,-,-,-,ribonucleotide reductase,20201221,-
1541821,22277535,PI27_gp20,PI27_gp20,-,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210129,-
1541821,22277536,PI27_gp21,PI27_gp21,-,-,-,-,recombination endonuclease,protein-coding,-,-,-,recombination endonuclease,20201221,-
1541821,22277537,PI27_gp22,PI27_gp22,-,-,-,-,recombination exonuclease,protein-coding,-,-,-,recombination exonuclease,20201221,-
1541821,22277538,PI27_gp23,PI27_gp23,-,-,-,-,helicase DnaB-like,protein-coding,-,-,-,helicase DnaB-like,20201221,-
1541821,22277539,PI27_gp24,PI27_gp24,-,-,-,-,winged helix-turn-helix,protein-coding,-,-,-,winged helix-turn-helix,20201221,-
1541821,22277540,PI27_gp25,PI27_gp25,-,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20201221,-
1541821,22277541,PI27_gp26,PI27_gp26,-,-,-,-,putative tail protein,protein-coding,-,-,-,putative tail protein,20201221,-
1541821,22277542,PI27_gp27,PI27_gp27,-,-,-,-,putative portal protein,protein-coding,-,-,-,putative portal protein,20201221,-
1541821,22277543,PI27_gp28,PI27_gp28,-,-,-,-,baseplate J-like protein,protein-coding,-,-,-,baseplate J-like protein,20201221,-
1541821,22277544,PI27_gp29,PI27_gp29,-,-,-,-,glycerophosphoryl diester phosphodiesterase,protein-coding,-,-,-,glycerophosphoryl diester phosphodiesterase,20201221,-
1541821,22277545,PI27_gp30,PI27_gp30,-,-,-,-,tail lysin,protein-coding,-,-,-,tail lysin,20201221,-
1541821,22277546,PI27_gp31,PI27_gp31,-,-,-,-,putative tail lysin,protein-coding,-,-,-,putative tail lysin,20201221,-
1541821,22277547,PI27_gp32,PI27_gp32,-,-,-,-,tail sheath protein,protein-coding,-,-,-,tail sheath protein,20210129,-
1541821,22277548,PI27_gp33,PI27_gp33,-,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20201221,-
1541821,22277549,PI27_gp34,PI27_gp34,-,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20201221,-
1541821,22277550,PI27_gp35,PI27_gp35,-,-,-,-,N-acetylmuramoyl-L-alanine amidase,protein-coding,-,-,-,N-acetylmuramoyl-L-alanine amidase,20210129,-
1541821,22277551,PI27_gp36,PI27_gp36,-,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210129,-
1541821,22277552,PI27_gp37,PI27_gp37,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277553,PI27_gp38,PI27_gp38,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22277554,PI27_gp01,PI27_gp01,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1541821,22322663,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
