#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
6279,805199,ND2,KEF88_p12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210606,-
6279,805200,ND4,KEF88_p11,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210606,-
6279,805201,ND6,KEF88_p09,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210606,-
6279,805202,CYTB,KEF88_p08,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210606,-
6279,805203,ND4L,KEF88_p06,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20210606,-
6279,805204,ND5,KEF88_p01,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210606,-
6279,805205,ND3,KEF88_p02,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210606,-
6279,805206,COX2,KEF88_p03,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210606,-
6279,805207,ATP6,KEF88_p04,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210606,-
6279,805208,ND1,KEF88_p05,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210606,-
6279,805209,COX1,KEF88_p10,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20210606,-
6279,805210,COX3,KEF88_p07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20210606,-
6279,6094973,Bm1_00005,Bm1_00005,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094974,Bm1_00010,Bm1_00010,-,-,-,-,C2 domain containing protein,protein-coding,-,-,-,C2 domain containing protein,20210606,-
6279,6094975,Bm1_00015,Bm1_00015,-,-,-,-,Homeobox protein Nkx-6.1,protein-coding,-,-,-,Homeobox protein Nkx-6.1,20210606,-
6279,6094976,Bm1_00020,Bm1_00020,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094977,Bm1_00025,Bm1_00025,-,-,-,-,tailless protein,protein-coding,-,-,-,tailless protein,20210606,-
6279,6094978,Bm1_00035,Bm1_00035,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094979,Bm1_00030,Bm1_00030,-,-,-,-,mucin,protein-coding,-,-,-,mucin,20210606,-
6279,6094980,Bm1_00040,Bm1_00040,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094981,Bm1_00045,Bm1_00045,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094982,Bm1_00050,Bm1_00050,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094983,Bm1_00060,Bm1_00060,-,-,-,-,PHD-finger family protein,protein-coding,-,-,-,PHD-finger family protein,20210606,-
6279,6094984,Bm1_00065,Bm1_00065,-,-,-,-,Cathepsin L-like precursor,protein-coding,-,-,-,Cathepsin L-like precursor,20210606,-
6279,6094985,Bm1_00070,Bm1_00070,-,-,-,-,myosin head (motor domain) containing protein,protein-coding,-,-,-,myosin head (motor domain) containing protein,20210606,-
6279,6094986,Bm1_00075,Bm1_00075,-,-,-,-,Solute carrier family 35 member E1,protein-coding,-,-,-,Solute carrier family 35 member E1,20210606,-
6279,6094987,Bm1_00080,Bm1_00080,-,-,-,-,MGC82645 protein,protein-coding,-,-,-,MGC82645 protein,20210606,-
6279,6094988,Bm1_00085,Bm1_00085,-,-,-,-,translation initiation factor 3 subunit 7,protein-coding,-,-,-,translation initiation factor 3 subunit 7,20210606,-
6279,6094989,Bm1_00090,Bm1_00090,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094990,Bm1_00095,Bm1_00095,-,-,-,-,Cathepsin L-like precursor,protein-coding,-,-,-,Cathepsin L-like precursor,20210606,-
6279,6094991,Bm1_00100,Bm1_00100,-,-,-,-,AT hook motif family protein,protein-coding,-,-,-,AT hook motif family protein,20210606,-
6279,6094992,Bm1_00105,Bm1_00105,-,-,-,-,"hypotetical protein, conserved",protein-coding,-,-,-,"hypotetical protein, conserved",20210606,-
6279,6094993,Bm1_00110,Bm1_00110,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094994,Bm1_00115,Bm1_00115,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6094995,Bm1_00120,Bm1_00120,-,-,-,-,"ATP synthase epsilon chain, mitochondrial",protein-coding,-,-,-,"ATP synthase epsilon chain, mitochondrial",20210606,-
6279,6094996,Bm1_00125,Bm1_00125,-,-,-,-,Zinc knuckle family protein,protein-coding,-,-,-,Zinc knuckle family protein,20210606,-
6279,6094997,Bm1_00130,Bm1_00130,-,-,-,-,Protein kinase domain containing protein,protein-coding,-,-,-,Protein kinase domain containing protein,20210606,-
6279,6094998,Bm1_00135,Bm1_00135,-,-,-,-,regulator of G-protein signaling rgs-7,protein-coding,-,-,-,regulator of G-protein signaling rgs-7,20210606,-
6279,6094999,Bm1_00140,Bm1_00140,-,-,-,-,Cell division protein,protein-coding,-,-,-,Cell division protein,20210606,-
6279,6095000,Bm1_00185,Bm1_00185,-,-,-,-,40S ribosomal protein S26,protein-coding,-,-,-,40S ribosomal protein S26,20210606,-
6279,6095001,Bm1_00190,Bm1_00190,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095002,Bm1_00195,Bm1_00195,-,-,-,-,40S ribosomal protein S26,protein-coding,-,-,-,40S ribosomal protein S26,20210606,-
6279,6095003,Bm1_00200,Bm1_00200,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095004,Bm1_00160,Bm1_00160,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095005,Bm1_00165,Bm1_00165,-,-,-,-,KE2 family protein,protein-coding,-,-,-,KE2 family protein,20210606,-
6279,6095006,Bm1_00170,Bm1_00170,-,-,-,-,"DNA-directed RNA polymerase II 7.6 kDa polypeptide, putative",protein-coding,-,-,-,"DNA-directed RNA polymerase II 7.6 kDa polypeptide, putative",20210606,-
6279,6095007,Bm1_00175,Bm1_00175,-,-,-,-,LITAF-like protein,protein-coding,-,-,-,LITAF-like protein,20210606,-
6279,6095008,Bm1_00180,Bm1_00180,-,-,-,-,DnaJ chaperonine,protein-coding,-,-,-,DnaJ chaperonine,20210606,-
6279,6095009,Bm1_00155,Bm1_00155,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095010,Bm1_00150,Bm1_00150,-,-,-,-,hexokinase type II,protein-coding,-,-,-,hexokinase type II,20210606,-
6279,6095011,Bm1_00205,Bm1_00205,-,-,-,-,ShTK domain containing protein,protein-coding,-,-,-,ShTK domain containing protein,20210606,-
6279,6095012,Bm1_00220,Bm1_00220,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095013,Bm1_00210,Bm1_00210,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095014,Bm1_00215,Bm1_00215,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095015,Bm1_00225,Bm1_00225,-,-,-,-,protein ZC84.6,protein-coding,-,-,-,protein ZC84.6,20210606,-
6279,6095016,Bm1_00235,Bm1_00235,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095017,Bm1_00230,Bm1_00230,-,-,-,-,Helix-loop-helix DNA-binding domain containing protein,protein-coding,-,-,-,Helix-loop-helix DNA-binding domain containing protein,20210606,-
6279,6095018,Bm1_00240,Bm1_00240,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095019,Bm1_00245,Bm1_00245,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095020,Bm1_00280,Bm1_00280,-,-,-,-,"2-oxoisovalerate dehydrogenase alpha subunit, mitochondrial precursor",protein-coding,-,-,-,"2-oxoisovalerate dehydrogenase alpha subunit, mitochondrial precursor",20210606,-
6279,6095021,Bm1_00270,Bm1_00270,-,-,-,-,ImpB/MucB/SamB family protein,protein-coding,-,-,-,ImpB/MucB/SamB family protein,20210606,-
6279,6095022,Bm1_00265,Bm1_00265,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095023,Bm1_00275,Bm1_00275,-,-,-,-,S-phase kinase-associated protein SKR-1,protein-coding,-,-,-,S-phase kinase-associated protein SKR-1,20210606,-
6279,6095024,Bm1_00250,Bm1_00250,-,-,-,-,tRNA,tRNA,-,-,-,-,20210606,-
6279,6095025,Bm1_00260,Bm1_00260,-,-,-,-,Protein set-1,protein-coding,-,-,-,Protein set-1,20210606,-
6279,6095026,Bm1_00255,Bm1_00255,-,-,-,-,Notch signaling pathway homolog protein 1,protein-coding,-,-,-,Notch signaling pathway homolog protein 1,20210606,-
6279,6095027,Bm1_00290,Bm1_00290,-,-,-,-,"Zinc finger, C2H2 type family protein",protein-coding,-,-,-,"Zinc finger, C2H2 type family protein",20210606,-
6279,6095028,Bm1_00285,Bm1_00285,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095029,Bm1_00295,Bm1_00295,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095030,Bm1_00300,Bm1_00300,-,-,-,-,Olfactomedin-like domain containing protein,protein-coding,-,-,-,Olfactomedin-like domain containing protein,20210606,-
6279,6095031,Bm1_00305,Bm1_00305,-,-,-,-,protein F46F5.4,protein-coding,-,-,-,protein F46F5.4,20210606,-
6279,6095032,Bm1_00310,Bm1_00310,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095033,Bm1_00315,Bm1_00315,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095034,Bm1_00320,Bm1_00320,-,-,-,-,protein R52.2,protein-coding,-,-,-,protein R52.2,20210606,-
6279,6095035,Bm1_00325,Bm1_00325,-,-,-,-,Pao retrotransposon peptidase family protein,protein-coding,-,-,-,Pao retrotransposon peptidase family protein,20210606,-
6279,6095036,Bm1_00335,Bm1_00335,-,-,-,-,"glutamate-gated chloride channel alpha3A subunit, putative",protein-coding,-,-,-,"glutamate-gated chloride channel alpha3A subunit, putative",20210606,-
6279,6095037,Bm1_00330,Bm1_00330,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095038,Bm1_00340,Bm1_00340,-,-,-,-,MH1 domain containing protein,protein-coding,-,-,-,MH1 domain containing protein,20210606,-
6279,6095039,Bm1_00345,Bm1_00345,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095040,Bm1_00355,Bm1_00355,-,-,-,-,"Guanine nucleotide-binding protein alpha-12 subunit, putative",protein-coding,-,-,-,"Guanine nucleotide-binding protein alpha-12 subunit, putative",20210606,-
6279,6095041,Bm1_00350,Bm1_00350,-,-,-,-,"succinyl-CoA ligase [GDP-forming] alpha-chain, mitochindrial",protein-coding,-,-,-,"succinyl-CoA ligase [GDP-forming] alpha-chain, mitochindrial",20210606,-
6279,6095042,Bm1_00375,Bm1_00375,-,-,-,-,Centromere/kinetochore Zw10 family protein,protein-coding,-,-,-,Centromere/kinetochore Zw10 family protein,20210606,-
6279,6095043,Bm1_00385,Bm1_00385,-,-,-,-,tRNA,tRNA,-,-,-,-,20210606,-
6279,6095044,Bm1_00395,Bm1_00395,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095045,Bm1_00400,Bm1_00400,-,-,-,-,U5 snRNP-associated 102 kDa protein,protein-coding,-,-,-,U5 snRNP-associated 102 kDa protein,20210606,-
6279,6095046,Bm1_00405,Bm1_00405,-,-,-,-,LP10852p,protein-coding,-,-,-,LP10852p,20210606,-
6279,6095047,Bm1_00370,Bm1_00370,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095048,Bm1_00365,Bm1_00365,-,-,-,-,transcription factor E2F3,protein-coding,-,-,-,transcription factor E2F3,20210606,-
6279,6095049,Bm1_00410,Bm1_00410,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095050,Bm1_00390,Bm1_00390,-,-,-,-,CG1676-PA,protein-coding,-,-,-,CG1676-PA,20210606,-
6279,6095051,Bm1_00360,Bm1_00360,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095052,Bm1_00415,Bm1_00415,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095053,Bm1_00420,Bm1_00420,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095054,Bm1_00425,Bm1_00425,-,-,-,-,KMQK697,protein-coding,-,-,-,KMQK697,20210606,-
6279,6095055,Bm1_00430,Bm1_00430,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
6279,6095056,Bm1_00435,Bm1_00435,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210606,-
