#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1493510,24172146,AAJ58_gp002,AAJ58_gp002,Syn7803C2_2,-,-,-,base plate wedge component,protein-coding,-,-,-,base plate wedge component,20201221,-
1493510,24172147,AAJ58_gp003,AAJ58_gp003,Syn7803C2_3,-,-,-,baseplate tail tube cap,protein-coding,-,-,-,baseplate tail tube cap,20201221,-
1493510,24172148,AAJ58_gp004,AAJ58_gp004,Syn7803C2_4,-,-,-,DNA end protector protein,protein-coding,-,-,-,DNA end protector protein,20201221,-
1493510,24172149,AAJ58_gp005,AAJ58_gp005,Syn7803C2_5,-,-,-,head completion protein,protein-coding,-,-,-,head completion protein,20201221,-
1493510,24172150,AAJ58_gp006,AAJ58_gp006,Syn7803C2_6,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172151,AAJ58_gp007,AAJ58_gp007,Syn7803C2_7,-,-,-,baseplate hub subunit,protein-coding,-,-,-,baseplate hub subunit,20201221,-
1493510,24172152,AAJ58_gp008,AAJ58_gp008,Syn7803C2_8,-,-,-,late control gene D protein,protein-coding,-,-,-,late control gene D protein,20201221,-
1493510,24172153,AAJ58_gp009,AAJ58_gp009,Syn7803C2_9,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172154,AAJ58_gp010,AAJ58_gp010,Syn7803C2_10,-,-,-,CP12 protein,protein-coding,-,-,-,CP12 protein,20201221,-
1493510,24172155,AAJ58_gp011,AAJ58_gp011,Syn7803C2_11,-,-,-,putative base plate hub subunit and tail lysozyme,protein-coding,-,-,-,putative base plate hub subunit and tail lysozyme,20201221,-
1493510,24172156,AAJ58_gp012,AAJ58_gp012,Syn7803C2_12,-,-,-,putative base plate lysozyme,protein-coding,-,-,-,putative base plate lysozyme,20201221,-
1493510,24172157,AAJ58_gp013,AAJ58_gp013,Syn7803C2_13,-,-,-,DUF680 domain-containing protein,protein-coding,-,-,-,DUF680 domain-containing protein,20201221,-
1493510,24172158,AAJ58_gp014,AAJ58_gp014,Syn7803C2_14,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172159,AAJ58_gp015,AAJ58_gp015,Syn7803C2_15,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172160,AAJ58_gp016,AAJ58_gp016,Syn7803C2_16,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172161,AAJ58_gp017,AAJ58_gp017,Syn7803C2_17,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172162,AAJ58_gp018,AAJ58_gp018,Syn7803C2_18,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172163,AAJ58_gp019,AAJ58_gp019,Syn7803C2_19,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172164,AAJ58_gp020,AAJ58_gp020,Syn7803C2_20,-,-,-,5-phosphoribosylformylglycinamide amidotransferase,protein-coding,-,-,-,5-phosphoribosylformylglycinamide amidotransferase,20201221,-
1493510,24172165,AAJ58_gp021,AAJ58_gp021,Syn7803C2_21,-,-,-,phosphoribosylformylglycinamidine synthase,protein-coding,-,-,-,phosphoribosylformylglycinamidine synthase,20201221,-
1493510,24172166,AAJ58_gp022,AAJ58_gp022,Syn7803C2_22,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20201221,-
1493510,24172167,AAJ58_gp023,AAJ58_gp023,Syn7803C2_23,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172168,AAJ58_gp024,AAJ58_gp024,Syn7803C2_24,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172169,AAJ58_gp025,AAJ58_gp025,Syn7803C2_25,-,-,-,DNA endonuclease V,protein-coding,-,-,-,DNA endonuclease V,20201221,-
1493510,24172170,AAJ58_gp026,AAJ58_gp026,Syn7803C2_26,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172171,AAJ58_gp027,AAJ58_gp027,Syn7803C2_27,-,-,-,CepT-like protein,protein-coding,-,-,-,CepT-like protein,20201221,-
1493510,24172172,AAJ58_gp028,AAJ58_gp028,Syn7803C2_28,-,-,-,putative short tail fiber,protein-coding,-,-,-,putative short tail fiber,20201221,-
1493510,24172173,AAJ58_gp029,AAJ58_gp029,Syn7803C2_29,-,-,-,putative short tail fiber,protein-coding,-,-,-,putative short tail fiber,20201221,-
1493510,24172174,AAJ58_gp030,AAJ58_gp030,Syn7803C2_30,-,-,-,virion structural protein,protein-coding,-,-,-,virion structural protein,20201221,-
1493510,24172175,AAJ58_gp031,AAJ58_gp031,Syn7803C2_31,-,-,-,virion structural protein,protein-coding,-,-,-,virion structural protein,20201221,-
1493510,24172176,AAJ58_gp032,AAJ58_gp032,Syn7803C2_32,-,-,-,virion structural protein,protein-coding,-,-,-,virion structural protein,20201221,-
1493510,24172177,AAJ58_gp033,AAJ58_gp033,Syn7803C2_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172178,AAJ58_gp034,AAJ58_gp034,Syn7803C2_34,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20201221,-
1493510,24172179,AAJ58_gp035,AAJ58_gp035,Syn7803C2_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172180,AAJ58_gp036,AAJ58_gp036,Syn7803C2_36,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20201221,-
1493510,24172181,AAJ58_gp037,AAJ58_gp037,Syn7803C2_37,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172182,AAJ58_gp038,AAJ58_gp038,Syn7803C2_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172183,AAJ58_gp039,AAJ58_gp039,Syn7803C2_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172184,AAJ58_gp040,AAJ58_gp040,Syn7803C2_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172185,AAJ58_gp041,AAJ58_gp041,Syn7803C2_41,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172186,AAJ58_gp042,AAJ58_gp042,Syn7803C2_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172187,AAJ58_gp043,AAJ58_gp043,Syn7803C2_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172188,AAJ58_gp044,AAJ58_gp044,Syn7803C2_44,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172189,AAJ58_gp045,AAJ58_gp045,Syn7803C2_45,-,-,-,2OG-Fe(II) oxygenase,protein-coding,-,-,-,2OG-Fe(II) oxygenase,20201221,-
1493510,24172190,AAJ58_gp046,AAJ58_gp046,Syn7803C2_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172191,AAJ58_gp047,AAJ58_gp047,Syn7803C2_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172192,AAJ58_gp048,AAJ58_gp048,Syn7803C2_48,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172193,AAJ58_gp049,AAJ58_gp049,Syn7803C2_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172194,AAJ58_gp050,AAJ58_gp050,Syn7803C2_50,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172195,AAJ58_gp051,AAJ58_gp051,Syn7803C2_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172196,AAJ58_gp052,AAJ58_gp052,Syn7803C2_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172197,AAJ58_gp053,AAJ58_gp053,Syn7803C2_53,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172198,AAJ58_gp054,AAJ58_gp054,Syn7803C2_54,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172199,AAJ58_gp055,AAJ58_gp055,Syn7803C2_55,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172200,AAJ58_gp056,AAJ58_gp056,Syn7803C2_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172201,AAJ58_gp057,AAJ58_gp057,Syn7803C2_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172202,AAJ58_gp058,AAJ58_gp058,Syn7803C2_58,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172203,AAJ58_gp059,AAJ58_gp059,Syn7803C2_59,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172204,AAJ58_gp060,AAJ58_gp060,Syn7803C2_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172205,AAJ58_gp061,AAJ58_gp061,Syn7803C2_61,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172206,AAJ58_gp062,AAJ58_gp062,Syn7803C2_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172207,AAJ58_gp063,AAJ58_gp063,Syn7803C2_63,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172208,AAJ58_gp064,AAJ58_gp064,Syn7803C2_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172209,AAJ58_gp065,AAJ58_gp065,Syn7803C2_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172210,AAJ58_gp066,AAJ58_gp066,Syn7803C2_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172211,AAJ58_gp067,AAJ58_gp067,Syn7803C2_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172212,AAJ58_gp068,AAJ58_gp068,Syn7803C2_68,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172213,AAJ58_gp069,AAJ58_gp069,Syn7803C2_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172214,AAJ58_gp070,AAJ58_gp070,Syn7803C2_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172215,AAJ58_gp071,AAJ58_gp071,Syn7803C2_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172216,AAJ58_gp072,AAJ58_gp072,Syn7803C2_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172217,AAJ58_gp073,AAJ58_gp073,Syn7803C2_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172218,AAJ58_gp074,AAJ58_gp074,Syn7803C2_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172219,AAJ58_gp075,AAJ58_gp075,Syn7803C2_75,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172220,AAJ58_gp076,AAJ58_gp076,Syn7803C2_76,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172221,AAJ58_gp077,AAJ58_gp077,Syn7803C2_77,-,-,-,helicase,protein-coding,-,-,-,helicase,20201221,-
1493510,24172222,AAJ58_gp078,AAJ58_gp078,Syn7803C2_78,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172223,AAJ58_gp079,AAJ58_gp079,Syn7803C2_79,-,-,-,phosphoribosylaminoimidazole synthetase,protein-coding,-,-,-,phosphoribosylaminoimidazole synthetase,20201221,-
1493510,24172224,AAJ58_gp080,AAJ58_gp080,Syn7803C2_80,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1493510,24172225,AAJ58_gp081,AAJ58_gp081,Syn7803C2_81,-,-,-,base plate wedge subunit,protein-coding,-,-,-,base plate wedge subunit,20201221,-
