#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
2749261,55603628,YSD1_16,HWB21_gp16,SAMEA3317914_00016,-,-,-,Putative+head+decorative+protein,protein-coding,-,-,-,Putative+head+decorative+protein,20210406,-
2749261,55603629,YSD1_2c,HWB21_gp02,SAMEA3317914_00002,-,-,-,"phage/plasmid+primase,+P4+family,+C-terminal+domain,Bifunctional+DNA+primase/polymerase,+N-terminal",protein-coding,-,-,-,"phage/plasmid+primase,+P4+family,+C-terminal+domain,Bifunctional+DNA+primase/polymerase,+N-terminal",20210424,-
2749261,55603630,YSD1_11,HWB21_gp11,SAMEA3317914_00011,-,-,-,Putative+Terminase+small+sub-unit,protein-coding,-,-,-,Putative+Terminase+small+sub-unit,20210116,-
2749261,55603631,YSD1_12,HWB21_gp12,SAMEA3317914_00012,-,-,-,"Bacteriophage+tail+assembly+protein,Phage+terminase+large+subunit+(GpA)",protein-coding,-,-,-,"Bacteriophage+tail+assembly+protein,Phage+terminase+large+subunit+(GpA)",20210424,-
2749261,55603632,YSD1_13,HWB21_gp13,SAMEA3317914_00013,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20210116,-
2749261,55603633,YSD1_14,HWB21_gp14,SAMEA3317914_00014,-,-,-,"phage+portal+protein,+lambda+family,Phage+portal+protein,+lambda+family",protein-coding,-,-,-,"phage+portal+protein,+lambda+family,Phage+portal+protein,+lambda+family",20210424,-
2749261,55603634,"sppA,YSD1_15",HWB21_gp15,SAMEA3317914_00015,-,-,-,"Protease+4,protease+4,signal+peptide+peptidase+SppA,+36K+type,Peptidase+family+S49",protein-coding,-,-,-,"Protease+4,protease+4,signal+peptide+peptidase+SppA,+36K+type,Peptidase+family+S49",20210417,-
2749261,55603635,YSD1_17,HWB21_gp17,SAMEA3317914_00017,-,-,-,Phage+major+capsid+protein+E,protein-coding,-,-,-,Phage+major+capsid+protein+E,20210424,-
2749261,55603636,YSD1_18,HWB21_gp18,SAMEA3317914_00018,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603637,YSD1_19,HWB21_gp19,SAMEA3317914_00019,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603638,YSD1_20,HWB21_gp20,SAMEA3317914_00020,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603639,YSD1_21,HWB21_gp21,SAMEA3317914_00021,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603640,YSD1_22,HWB21_gp22,SAMEA3317914_00022,-,-,-,Bacterial+Ig-like+domain+(group+1),protein-coding,-,-,-,Bacterial+Ig-like+domain+(group+1),20200817,-
2749261,55603641,YSD1_23,HWB21_gp23,SAMEA3317914_00023,-,-,-,Tail+assembley+chaperone,protein-coding,-,-,-,Tail+assembley+chaperone,20200817,-
2749261,55603642,YSD1_24,HWB21_gp24,SAMEA3317914_00024,-,-,-,tape+measure+domain,protein-coding,-,-,-,tape+measure+domain,20210424,-
2749261,55603643,YSD1_25,HWB21_gp25,SAMEA3317914_00025,-,-,-,Putative+distal+tail+protein,protein-coding,-,-,-,Putative+distal+tail+protein,20200817,-
2749261,55603644,YSD1_26,HWB21_gp26,SAMEA3317914_00026,-,-,-,"Uncharacterized+conserved+protein,phage+conserved+hypothetical+protein+BR0599,Phage+conserved+hypothetical+protein+BR0599",protein-coding,-,-,-,"Uncharacterized+conserved+protein,phage+conserved+hypothetical+protein+BR0599,Phage+conserved+hypothetical+protein+BR0599",20210424,-
2749261,55603645,YSD1_27,HWB21_gp27,SAMEA3317914_00027,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603646,YSD1_28,HWB21_gp28,SAMEA3317914_00028,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603647,YSD1_29,HWB21_gp29,SAMEA3317914_00029,-,-,-,distal+tail+protein,protein-coding,-,-,-,distal+tail+protein,20210424,-
2749261,55603648,YSD1_30,HWB21_gp30,SAMEA3317914_00030,-,-,-,Protein+of+uncharacterised+function+(DUF2793),protein-coding,-,-,-,Protein+of+uncharacterised+function+(DUF2793),20210424,-
2749261,55603649,YSD1_3c,HWB21_gp03,SAMEA3317914_00003,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603650,YSD1_31,HWB21_gp31,SAMEA3317914_00031,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603651,YSD1_32,HWB21_gp32,SAMEA3317914_00032,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603652,YSD1_33,HWB21_gp33,SAMEA3317914_00033,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603653,YSD1_34,HWB21_gp34,SAMEA3317914_00034,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603654,YSD1_35,HWB21_gp35,SAMEA3317914_00035,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603655,YSD1_36,HWB21_gp36,SAMEA3317914_00036,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603656,YSD1_37,HWB21_gp37,SAMEA3317914_00037,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20210424,-
2749261,55603657,YSD1_38,HWB21_gp38,SAMEA3317914_00038,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603658,YSD1_39c,HWB21_gp39,SAMEA3317914_00039,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603659,YSD1_40c,HWB21_gp40,SAMEA3317914_00040,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603660,YSD1_4,HWB21_gp04,SAMEA3317914_00004,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603661,YSD1_5,HWB21_gp05,SAMEA3317914_00005,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603662,YSD1_41c,HWB21_gp41,SAMEA3317914_00041,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603663,YSD1_42c,HWB21_gp42,SAMEA3317914_00042,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603664,YSD1_43c,HWB21_gp43,SAMEA3317914_00043,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603665,YSD1_44c,HWB21_gp44,SAMEA3317914_00044,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603666,YSD1_45c,HWB21_gp45,SAMEA3317914_00045,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603667,YSD1_46c,HWB21_gp46,SAMEA3317914_00046,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20210424,-
2749261,55603668,YSD1_47c,HWB21_gp47,SAMEA3317914_00047,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603669,YSD1_48c,HWB21_gp48,SAMEA3317914_00048,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603670,YSD1_49c,HWB21_gp49,SAMEA3317914_00049,-,-,-,"phage+N-6-adenine-methyltransferase,DNA+N-6 -adenine-methyltransferase+(Dam)",protein-coding,-,-,-,"phage+N-6-adenine-methyltransferase,DNA+N-6 -adenine-methyltransferase+(Dam)",20210424,-
2749261,55603671,YSD1_50c,HWB21_gp50,SAMEA3317914_00050,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603672,YSD1_6,HWB21_gp06,SAMEA3317914_00006,-,-,-,Protein+of+uncharacterised+function+(DUF2800),protein-coding,-,-,-,Protein+of+uncharacterised+function+(DUF2800),20210424,-
2749261,55603673,YSD1_51c,HWB21_gp51,SAMEA3317914_00051,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603674,YSD1_52c,HWB21_gp52,SAMEA3317914_00052,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603675,YSD1_53c,HWB21_gp53,SAMEA3317914_00053,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603676,YSD1_54c,HWB21_gp54,SAMEA3317914_00054,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603677,YSD1_55c,HWB21_gp55,SAMEA3317914_00055,-,-,-,"recombination+associated+protein,Putative+exonuclease,+RdgC",protein-coding,-,-,-,"recombination+associated+protein,Putative+exonuclease,+RdgC",20210424,-
2749261,55603678,YSD1_56c,HWB21_gp56,SAMEA3317914_00056,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603679,YSD1_57c,HWB21_gp57,SAMEA3317914_00057,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603680,YSD1_58c,HWB21_gp58,SAMEA3317914_00058,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603681,YSD1_59c,HWB21_gp59,SAMEA3317914_00059,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603682,YSD1_60,HWB21_gp60,SAMEA3317914_00060,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603683,YSD1_7,HWB21_gp07,SAMEA3317914_00007,-,-,-,Protein+of+uncharacterised+function+(DUF2815),protein-coding,-,-,-,Protein+of+uncharacterised+function+(DUF2815),20210417,-
2749261,55603684,YSD1_61,HWB21_gp61,SAMEA3317914_00061,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603685,YSD1_62,HWB21_gp62,SAMEA3317914_00062,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603686,YSD1_63,HWB21_gp63,SAMEA3317914_00063,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603687,YSD1_64,HWB21_gp64,SAMEA3317914_00064,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603688,YSD1_65,HWB21_gp65,SAMEA3317914_00065,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603689,YSD1_66,HWB21_gp66,SAMEA3317914_00066,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603690,YSD1_67,HWB21_gp67,SAMEA3317914_00067,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603691,YSD1_68,HWB21_gp68,SAMEA3317914_00068,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603692,YSD1_69,HWB21_gp69,SAMEA3317914_00069,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20210424,-
2749261,55603693,YSD1_70,HWB21_gp70,SAMEA3317914_00070,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603694,YSD1_8,HWB21_gp08,SAMEA3317914_00008,-,-,-,"bifunctional+3'-5'+exonuclease/DNA+polymerase,DNA+polymerase+I+-+3'-5'+exonuclease+and+polymerase+domains,DNA+polymerase+I,DNA+polymerase+family+A",protein-coding,-,-,-,"bifunctional+3'-5'+exonuclease/DNA+polymerase,DNA+polymerase+I+-+3'-5'+exonuclease+and+polymerase+domains,DNA+polymerase+I,DNA+polymerase+family+A",20210406,-
2749261,55603695,YSD1_71,HWB21_gp71,SAMEA3317914_00071,-,-,-,hypothetical+protein,protein-coding,-,-,-,hypothetical+protein,20200817,-
2749261,55603696,YSD1_9,HWB21_gp09,SAMEA3317914_00009,-,-,-,VRR-NUC+domain,protein-coding,-,-,-,VRR-NUC+domain,20210406,-
2749261,55603697,YSD1_10,HWB21_gp10,SAMEA3317914_00010,-,-,-,"ATP-dependent+helicase+HepA,DNA+methylase,SNF2+family+N-terminal+domain",protein-coding,-,-,-,"ATP-dependent+helicase+HepA,DNA+methylase,SNF2+family+N-terminal+domain",20210424,-
2749261,55603698,YSD1_1,HWB21_gp01,SAMEA3317914_00001,-,-,-,Uncharacterized+conserved+small+protein,protein-coding,-,-,-,Uncharacterized+conserved+small+protein,20210424,-
2749261,58729627,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200819,-
