#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
239087,31084277,B2L04_mgt01,B2L04_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084278,COX3,B2L04_mgp07,COIII,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,-,20170908,-
239087,31084279,ATP6,B2L04_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,-,20170908,-
239087,31084280,B2L04_mgt12,B2L04_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084281,B2L04_mgt14,B2L04_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084282,B2L04_mgt15,B2L04_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084283,B2L04_mgt21,B2L04_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084284,B2L04_mgt04,B2L04_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084285,B2L04_mgt07,B2L04_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084286,B2L04_mgt16,B2L04_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084287,B2L04_mgt17,B2L04_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084288,ND4,B2L04_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20170908,-
239087,31084289,ND6,B2L04_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20170908,-
239087,31084290,B2L04_mgt20,B2L04_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084291,B2L04_mgr02,B2L04_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20170310,-
239087,31084292,B2L04_mgt02,B2L04_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084293,B2L04_mgr01,B2L04_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20170310,-
239087,31084294,B2L04_mgt03,B2L04_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084295,ND1,B2L04_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170908,-
239087,31084296,B2L04_mgt05,B2L04_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084297,B2L04_mgt06,B2L04_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084298,ND2,B2L04_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20170908,-
239087,31084299,B2L04_mgt08,B2L04_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084300,B2L04_mgt09,B2L04_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084301,B2L04_mgt10,B2L04_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084302,B2L04_mgt11,B2L04_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084303,COX1,B2L04_mgp11,COI,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,-,20170908,-
239087,31084304,B2L04_mgt13,B2L04_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084305,COX2,B2L04_mgp10,COII,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,-,20170908,-
239087,31084306,ATP8,B2L04_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20170908,-
239087,31084307,ND3,B2L04_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20170908,-
239087,31084308,ND4L,B2L04_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20170908,-
239087,31084309,B2L04_mgt18,B2L04_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084310,B2L04_mgt19,B2L04_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
239087,31084311,ND5,B2L04_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20170908,-
239087,31084312,CYTB,B2L04_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,-,20170908,-
239087,31084313,B2L04_mgt22,B2L04_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170310,-
