#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1515605,25767979,AOB66_gt05,AOB66_gt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767980,AOB66_gp11,AOB66_gp11,-,-,MT,-,ATP8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20160609,-
1515605,25767981,AOB66_gp10,AOB66_gp10,-,-,MT,-,ATP6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20160609,-
1515605,25767982,AOB66_gp09,AOB66_gp09,-,-,MT,-,COX3,protein-coding,-,-,-,cytochrome c oxidase subunit III,20160917,-
1515605,25767983,AOB66_gt08,AOB66_gt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767984,AOB66_gt09,AOB66_gt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767985,AOB66_gt10,AOB66_gt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767986,AOB66_gp05,AOB66_gp05,-,-,MT,-,ND4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20160917,-
1515605,25767987,AOB66_gp04,AOB66_gp04,-,-,MT,-,ND4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20160113,-
1515605,25767988,AOB66_gt17,AOB66_gt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767989,AOB66_gp02,AOB66_gp02,-,-,MT,-,ND6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20160113,-
1515605,25767990,AOB66_gt19,AOB66_gt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767991,AOB66_gt21,AOB66_gt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767992,AOB66_gt02,AOB66_gt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767993,AOB66_gt03,AOB66_gt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767994,AOB66_gt04,AOB66_gt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767995,AOB66_gp13,AOB66_gp13,-,-,MT,-,ND2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20160917,-
1515605,25767996,AOB66_gt06,AOB66_gt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767997,AOB66_gt07,AOB66_gt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25767998,AOB66_gp12,AOB66_gp12,-,-,MT,-,COX2,protein-coding,-,-,-,cytochrome c oxidase subunit II,20160917,-
1515605,25767999,AOB66_gp08,AOB66_gp08,-,-,MT,-,ND3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20160113,-
1515605,25768000,AOB66_gp07,AOB66_gp07,-,-,MT,-,COX1,protein-coding,-,-,-,cytochrome c oxidase subunit I,20160917,-
1515605,25768001,AOB66_gt11,AOB66_gt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768002,AOB66_gt12,AOB66_gt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768003,AOB66_gt13,AOB66_gt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768004,AOB66_gt14,AOB66_gt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768005,AOB66_gt15,AOB66_gt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768006,AOB66_gt16,AOB66_gt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768007,AOB66_gp06,AOB66_gp06,-,-,MT,-,ND5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20160917,-
1515605,25768008,AOB66_gt18,AOB66_gt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768009,AOB66_gp03,AOB66_gp03,-,-,MT,-,CYTB,protein-coding,-,-,-,cytochrome b,20160113,-
1515605,25768010,AOB66_gt20,AOB66_gt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768011,AOB66_gp01,AOB66_gp01,-,-,MT,-,ND1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20160113,-
1515605,25768012,AOB66_gr02,AOB66_gr02,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20150916,-
1515605,25768013,AOB66_gt22,AOB66_gt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
1515605,25768014,AOB66_gr01,AOB66_gr01,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20150916,-
1515605,25768015,AOB66_gt01,AOB66_gt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150916,-
