#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1873903,62359918,JMN51_gp02,JMN51_gp02,SEA_BIRCSAK_2,-,-,-,HNH endonuclease,protein-coding,-,-,-,HNH endonuclease,20210123,-
1873903,62359919,JMN51_gp04,JMN51_gp04,SEA_BIRCSAK_4,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359920,JMN51_gp05,JMN51_gp05,SEA_BIRCSAK_5,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210123,-
1873903,62359921,JMN51_gp06,JMN51_gp06,SEA_BIRCSAK_6,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359922,JMN51_gp07,JMN51_gp07,SEA_BIRCSAK_7,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359923,JMN51_gp08,JMN51_gp08,SEA_BIRCSAK_8,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359924,JMN51_gp09,JMN51_gp09,SEA_BIRCSAK_9,-,-,-,lysin A,protein-coding,-,-,-,lysin A,20210417,-
1873903,62359925,JMN51_gp10,JMN51_gp10,SEA_BIRCSAK_10,-,-,-,lysin B,protein-coding,-,-,-,lysin B,20210123,-
1873903,62359926,JMN51_gp11,JMN51_gp11,SEA_BIRCSAK_11,-,-,-,terminase,protein-coding,-,-,-,terminase,20210417,-
1873903,62359927,JMN51_gp12,JMN51_gp12,SEA_BIRCSAK_12,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210424,-
1873903,62359928,JMN51_gp13,JMN51_gp13,SEA_BIRCSAK_13,-,-,-,capsid maturation protease,protein-coding,-,-,-,capsid maturation protease,20210123,-
1873903,62359929,JMN51_gp14,JMN51_gp14,SEA_BIRCSAK_14,-,-,-,scaffolding protein,protein-coding,-,-,-,scaffolding protein,20210123,-
1873903,62359930,JMN51_gp15,JMN51_gp15,SEA_BIRCSAK_15,-,-,-,major capsid protein,protein-coding,-,-,-,major capsid protein,20210424,-
1873903,62359931,JMN51_gp16,JMN51_gp16,SEA_BIRCSAK_16,-,-,-,head-to-tail connector protein,protein-coding,-,-,-,head-to-tail connector protein,20210123,-
1873903,62359932,JMN51_gp17,JMN51_gp17,SEA_BIRCSAK_17,-,-,-,head-to-tail adaptor,protein-coding,-,-,-,head-to-tail adaptor,20210424,-
1873903,62359933,JMN51_gp18,JMN51_gp18,SEA_BIRCSAK_18,-,-,-,head-to-tail stopper,protein-coding,-,-,-,head-to-tail stopper,20210123,-
1873903,62359934,JMN51_gp19,JMN51_gp19,SEA_BIRCSAK_19,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
1873903,62359935,JMN51_gp20,JMN51_gp20,SEA_BIRCSAK_20,-,-,-,tail terminator,protein-coding,-,-,-,tail terminator,20210123,-
1873903,62359936,JMN51_gp21,JMN51_gp21,SEA_BIRCSAK_21,-,-,-,major tail protein,protein-coding,-,-,-,major tail protein,20210123,-
1873903,62359937,JMN51_gp22,JMN51_gp22,SEA_BIRCSAK_23,-,-,-,tail assembly chaperone,protein-coding,-,-,-,tail assembly chaperone,20210424,-
1873903,62359938,JMN51_gp24,JMN51_gp24,SEA_BIRCSAK_24,-,-,-,tape measure protein,protein-coding,-,-,-,tape measure protein,20210424,-
1873903,62359939,JMN51_gp25,JMN51_gp25,SEA_BIRCSAK_25,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210123,-
1873903,62359940,JMN51_gp26,JMN51_gp26,SEA_BIRCSAK_26,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210123,-
1873903,62359941,JMN51_gp27,JMN51_gp27,SEA_BIRCSAK_27,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210123,-
1873903,62359942,JMN51_gp29,JMN51_gp29,SEA_BIRCSAK_29,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359943,JMN51_gp31,JMN51_gp31,SEA_BIRCSAK_31,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359944,JMN51_gp32,JMN51_gp32,SEA_BIRCSAK_32,-,-,-,minor tail protein,protein-coding,-,-,-,minor tail protein,20210424,-
1873903,62359945,JMN51_gp33,JMN51_gp33,SEA_BIRCSAK_33,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359946,JMN51_gp34,JMN51_gp34,SEA_BIRCSAK_34,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359947,JMN51_gp35,JMN51_gp35,SEA_BIRCSAK_35,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359948,JMN51_gp36,JMN51_gp36,SEA_BIRCSAK_36,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359949,JMN51_gp37,JMN51_gp37,SEA_BIRCSAK_37,-,-,-,integrase,protein-coding,-,-,-,integrase,20210424,-
1873903,62359950,JMN51_gp38,JMN51_gp38,SEA_BIRCSAK_38,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359951,JMN51_gp39,JMN51_gp39,SEA_BIRCSAK_39,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359952,JMN51_gp40,JMN51_gp40,SEA_BIRCSAK_40,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359953,JMN51_gp42,JMN51_gp42,SEA_BIRCSAK_42,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359954,JMN51_gp43,JMN51_gp43,SEA_BIRCSAK_43,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359955,JMN51_gp44,JMN51_gp44,SEA_BIRCSAK_44,-,-,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20210424,-
1873903,62359956,JMN51_gp45,JMN51_gp45,SEA_BIRCSAK_45,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359957,JMN51_gp46,JMN51_gp46,SEA_BIRCSAK_46,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359958,JMN51_gp47,JMN51_gp47,SEA_BIRCSAK_47,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1873903,62359959,JMN51_gp48,JMN51_gp48,SEA_BIRCSAK_48,-,-,-,helix-turn-helix DNA binding domain protein,protein-coding,-,-,-,helix-turn-helix DNA binding domain protein,20210123,-
1873903,62359960,JMN51_gp49,JMN51_gp49,SEA_BIRCSAK_49,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359961,JMN51_gp50,JMN51_gp50,SEA_BIRCSAK_50,-,-,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20210424,-
1873903,62359962,JMN51_gp51,JMN51_gp51,SEA_BIRCSAK_51,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359963,JMN51_gp52,JMN51_gp52,SEA_BIRCSAK_52,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359964,JMN51_gp53,JMN51_gp53,SEA_BIRCSAK_53,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210424,-
1873903,62359965,JMN51_gp54,JMN51_gp54,SEA_BIRCSAK_54,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20210424,-
1873903,62359966,JMN51_gp56,JMN51_gp56,SEA_BIRCSAK_56,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359967,JMN51_gp57,JMN51_gp57,SEA_BIRCSAK_57,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1873903,62359968,JMN51_gp58,JMN51_gp58,SEA_BIRCSAK_58,-,-,-,DNA methylase,protein-coding,-,-,-,DNA methylase,20210424,-
1873903,62359969,JMN51_gp59,JMN51_gp59,SEA_BIRCSAK_59,-,-,-,endonuclease VII,protein-coding,-,-,-,endonuclease VII,20210417,-
1873903,62359970,JMN51_gp60,JMN51_gp60,SEA_BIRCSAK_60,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359971,JMN51_gp61,JMN51_gp61,SEA_BIRCSAK_61,-,-,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20210424,-
1873903,62359972,JMN51_gp62,JMN51_gp62,SEA_BIRCSAK_62,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359973,JMN51_gp63,JMN51_gp63,SEA_BIRCSAK_63,-,-,-,dsDNA helicase,protein-coding,-,-,-,dsDNA helicase,20210212,-
1873903,62359974,JMN51_gp64,JMN51_gp64,SEA_BIRCSAK_64,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359975,JMN51_gp65,JMN51_gp65,SEA_BIRCSAK_65,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359976,JMN51_gp66,JMN51_gp66,SEA_BIRCSAK_66,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359977,JMN51_gp67,JMN51_gp67,SEA_BIRCSAK_67,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
1873903,62359978,JMN51_gp68,JMN51_gp68,SEA_BIRCSAK_68,-,-,-,Cas4 family exonuclease,protein-coding,-,-,-,Cas4 family exonuclease,20210424,-
1873903,62359979,JMN51_gp69,JMN51_gp69,SEA_BIRCSAK_69,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359980,JMN51_gp70,JMN51_gp70,SEA_BIRCSAK_70,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359981,JMN51_gp71,JMN51_gp71,SEA_BIRCSAK_71,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359982,JMN51_gp72,JMN51_gp72,SEA_BIRCSAK_72,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1873903,62359983,JMN51_gp73,JMN51_gp73,SEA_BIRCSAK_73,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210406,-
1873903,62359984,JMN51_gp74,JMN51_gp74,SEA_BIRCSAK_74,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
