#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
9801,63385718,J2C66_mgt04,J2C66_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385719,J2C66_mgt07,J2C66_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385720,J2C66_mgt12,J2C66_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385721,J2C66_mgt14,J2C66_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385722,ATP6,J2C66_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210605,-
9801,63385723,COX3,J2C66_mgp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20210420,-
9801,63385724,J2C66_mgt15,J2C66_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385725,J2C66_mgt16,J2C66_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385726,ND4,J2C66_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210605,-
9801,63385727,J2C66_mgt17,J2C66_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385728,ND6,J2C66_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210605,-
9801,63385729,J2C66_mgt20,J2C66_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385730,J2C66_mgt21,J2C66_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385731,J2C66_mgt01,J2C66_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385732,J2C66_mgr02,J2C66_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20210326,-
9801,63385733,J2C66_mgt02,J2C66_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385734,J2C66_mgr01,J2C66_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20210326,-
9801,63385735,J2C66_mgt03,J2C66_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385736,ND1,J2C66_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210420,-
9801,63385737,J2C66_mgt05,J2C66_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385738,J2C66_mgt06,J2C66_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385739,ND2,J2C66_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210605,-
9801,63385740,J2C66_mgt08,J2C66_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385741,J2C66_mgt09,J2C66_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385742,J2C66_mgt10,J2C66_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385743,J2C66_mgt11,J2C66_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385744,COX1,J2C66_mgp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20210420,-
9801,63385745,J2C66_mgt13,J2C66_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385746,COX2,J2C66_mgp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210605,-
9801,63385747,ATP8,J2C66_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20210605,-
9801,63385748,ND3,J2C66_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210420,-
9801,63385749,ND4L,J2C66_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20210420,-
9801,63385750,J2C66_mgt18,J2C66_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385751,J2C66_mgt19,J2C66_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
9801,63385752,ND5,J2C66_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210605,-
9801,63385753,CYTB,J2C66_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210605,-
9801,63385754,J2C66_mgt22,J2C66_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210326,-
