#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10034,36948787,DR298_mgt04,DR298_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948788,DR298_mgt07,DR298_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948789,DR298_mgt12,DR298_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948790,DR298_mgt14,DR298_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948791,ATP6,DR298_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20180721,-
10034,36948792,COX3,DR298_mgp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20180721,-
10034,36948793,DR298_mgt15,DR298_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948794,DR298_mgt16,DR298_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948795,ND4,DR298_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20180721,-
10034,36948796,DR298_mgt17,DR298_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948797,ND6,DR298_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20180721,-
10034,36948798,DR298_mgt20,DR298_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948799,DR298_mgt21,DR298_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948800,DR298_mgt01,DR298_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948801,DR298_mgr02,DR298_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20200908,-
10034,36948802,DR298_mgt02,DR298_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948803,DR298_mgr01,DR298_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20200908,-
10034,36948804,DR298_mgt03,DR298_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948805,ND1,DR298_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20180721,-
10034,36948806,DR298_mgt05,DR298_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948807,DR298_mgt06,DR298_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948808,ND2,DR298_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20180721,-
10034,36948809,DR298_mgt08,DR298_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948810,DR298_mgt09,DR298_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948811,DR298_mgt10,DR298_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948812,DR298_mgt11,DR298_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948813,COX1,DR298_mgp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20200908,-
10034,36948814,DR298_mgt13,DR298_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948815,COX2,DR298_mgp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20180721,-
10034,36948816,ATP8,DR298_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20180721,-
10034,36948817,ND3,DR298_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20180721,-
10034,36948818,ND4L,DR298_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20180721,-
10034,36948819,DR298_mgt18,DR298_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948820,DR298_mgt19,DR298_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
10034,36948821,ND5,DR298_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20180721,-
10034,36948822,CYTB,DR298_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20200908,-
10034,36948823,DR298_mgt22,DR298_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
