#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
27667,59442604,IQH38_mgt04,IQH38_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442605,IQH38_mgt07,IQH38_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442606,IQH38_mgt12,IQH38_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442607,IQH38_mgt14,IQH38_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442608,ATP6,IQH38_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210529,-
27667,59442609,COX3,IQH38_mgp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20210529,-
27667,59442610,IQH38_mgt15,IQH38_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442611,IQH38_mgt16,IQH38_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442612,ND4,IQH38_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210529,-
27667,59442613,IQH38_mgt17,IQH38_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442614,ND6,IQH38_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210529,-
27667,59442615,IQH38_mgt20,IQH38_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442616,IQH38_mgt21,IQH38_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442617,IQH38_mgt01,IQH38_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442618,IQH38_mgr02,IQH38_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20201029,-
27667,59442619,IQH38_mgt02,IQH38_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442620,IQH38_mgr01,IQH38_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20201029,-
27667,59442621,IQH38_mgt03,IQH38_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442622,ND1,IQH38_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210529,-
27667,59442623,IQH38_mgt05,IQH38_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442624,IQH38_mgt06,IQH38_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442625,ND2,IQH38_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210529,-
27667,59442626,IQH38_mgt08,IQH38_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442627,IQH38_mgt09,IQH38_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442628,IQH38_mgt10,IQH38_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442629,IQH38_mgt11,IQH38_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442630,COX1,IQH38_mgp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20210529,-
27667,59442631,IQH38_mgt13,IQH38_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442632,COX2,IQH38_mgp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210529,-
27667,59442633,ATP8,IQH38_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20210529,-
27667,59442634,ND3,IQH38_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210529,-
27667,59442635,ND4L,IQH38_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20210529,-
27667,59442636,IQH38_mgt18,IQH38_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442637,IQH38_mgt19,IQH38_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
27667,59442638,ND5,IQH38_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210529,-
27667,59442639,CYTB,IQH38_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210529,-
27667,59442640,IQH38_mgt22,IQH38_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20201029,-
