#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
9503,25767710,AOB76_gt04,AOB76_gt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767711,AOB76_gt07,AOB76_gt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767712,AOB76_gt12,AOB76_gt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767713,AOB76_gt14,AOB76_gt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767714,ATP6,AOB76_gp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,-,20160113,-
9503,25767715,COX3,AOB76_gp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,-,20160813,-
9503,25767716,AOB76_gt15,AOB76_gt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767717,AOB76_gt16,AOB76_gt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767718,ND4,AOB76_gp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20160813,-
9503,25767719,AOB76_gt17,AOB76_gt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767720,ND6,AOB76_gp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20160113,-
9503,25767721,AOB76_gt20,AOB76_gt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767722,AOB76_gt21,AOB76_gt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767723,AOB76_gt01,AOB76_gt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767724,AOB76_gr02,AOB76_gr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20150915,-
9503,25767725,AOB76_gt02,AOB76_gt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767726,AOB76_gr01,AOB76_gr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20150915,-
9503,25767727,AOB76_gt03,AOB76_gt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767728,ND1,AOB76_gp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20160113,-
9503,25767729,AOB76_gt05,AOB76_gt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767730,AOB76_gt06,AOB76_gt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767731,ND2,AOB76_gp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20160813,-
9503,25767732,AOB76_gt08,AOB76_gt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767733,AOB76_gt09,AOB76_gt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767734,AOB76_gt10,AOB76_gt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767735,AOB76_gt11,AOB76_gt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767736,COX1,AOB76_gp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,-,20160813,-
9503,25767737,AOB76_gt13,AOB76_gt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767738,COX2,AOB76_gp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,-,20160813,-
9503,25767739,ATP8,AOB76_gp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20160113,-
9503,25767740,ND3,AOB76_gp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20160113,-
9503,25767741,ND4L,AOB76_gp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20160113,-
9503,25767742,AOB76_gt18,AOB76_gt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767743,AOB76_gt19,AOB76_gt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
9503,25767744,ND5,AOB76_gp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20160813,-
9503,25767745,CYTB,AOB76_gp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,-,20160113,-
9503,25767746,AOB76_gt22,AOB76_gt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20150915,-
