#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
9644,804847,ATP8,KEF81_p09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20210607,-
9644,804848,ND1,KEF81_p13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210607,-
9644,804849,ND2,KEF81_p12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210607,-
9644,804850,ND4L,KEF81_p05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20210607,-
9644,804851,ND4,KEF81_p04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210607,-
9644,804852,ATP6,KEF81_p08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210607,-
9644,804853,COX3,KEF81_p07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20210607,-
9644,804854,ND6,KEF81_p02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210607,-
9644,804855,ND5,KEF81_p03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210607,-
9644,804856,ND3,KEF81_p06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210607,-
9644,804857,CYTB,KEF81_p01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210607,-
9644,804858,COX1,KEF81_p11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20210607,-
9644,804859,COX2,KEF81_p10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210607,-
9644,38045981,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (brown bear; grizzly bear).,other,-,-,-,-,20181003,-
9644,64985924,KEF81_t04,KEF81_t04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985925,KEF81_t07,KEF81_t07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985926,KEF81_t12,KEF81_t12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985927,KEF81_t14,KEF81_t14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985928,KEF81_t15,KEF81_t15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985929,KEF81_t16,KEF81_t16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985930,KEF81_t17,KEF81_t17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985931,KEF81_t20,KEF81_t20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985932,KEF81_t21,KEF81_t21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985933,KEF81_r02,KEF81_r02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20210607,-
9644,64985934,KEF81_t02,KEF81_t02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985935,KEF81_r01,KEF81_r01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20210607,-
9644,64985936,KEF81_t03,KEF81_t03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985937,KEF81_t05,KEF81_t05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985938,KEF81_t06,KEF81_t06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985939,KEF81_t08,KEF81_t08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985940,KEF81_t09,KEF81_t09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985941,KEF81_t10,KEF81_t10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985942,KEF81_t11,KEF81_t11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985943,KEF81_t13,KEF81_t13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985944,KEF81_t18,KEF81_t18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985945,KEF81_t19,KEF81_t19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985946,KEF81_t22,KEF81_t22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
9644,64985947,KEF81_t01,KEF81_t01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20210607,-
