#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
37185,33362775,CGV56_mgt04,CGV56_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362776,CGV56_mgt07,CGV56_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362777,CGV56_mgt12,CGV56_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362778,CGV56_mgt14,CGV56_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362779,ATP6,CGV56_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,-,20170916,-
37185,33362780,COX3,CGV56_mgp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,-,20170916,-
37185,33362781,CGV56_mgt15,CGV56_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362782,CGV56_mgt16,CGV56_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362783,ND4,CGV56_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20170916,-
37185,33362784,CGV56_mgt17,CGV56_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362785,ND6,CGV56_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20170916,-
37185,33362786,CGV56_mgt20,CGV56_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362787,CGV56_mgt21,CGV56_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362788,CGV56_mgt01,CGV56_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362789,CGV56_mgr02,CGV56_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20170916,-
37185,33362790,CGV56_mgt02,CGV56_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362791,CGV56_mgr01,CGV56_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20170916,-
37185,33362792,CGV56_mgt03,CGV56_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362793,ND1,CGV56_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170916,-
37185,33362794,CGV56_mgt05,CGV56_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362795,CGV56_mgt06,CGV56_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362796,ND2,CGV56_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20170916,-
37185,33362797,CGV56_mgt08,CGV56_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362798,CGV56_mgt09,CGV56_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362799,CGV56_mgt10,CGV56_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362800,CGV56_mgt11,CGV56_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362801,COX1,CGV56_mgp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,-,20170916,-
37185,33362802,CGV56_mgt13,CGV56_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362803,COX2,CGV56_mgp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,-,20170916,-
37185,33362804,ATP8,CGV56_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20170916,-
37185,33362805,ND3,CGV56_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20170916,-
37185,33362806,ND4L,CGV56_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20170916,-
37185,33362807,CGV56_mgt18,CGV56_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362808,CGV56_mgt19,CGV56_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
37185,33362809,ND5,CGV56_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20170916,-
37185,33362810,CYTB,CGV56_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,-,20170916,-
37185,33362811,CGV56_mgt22,CGV56_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
