#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
58067,54114153,HGG16_mgt04,HGG16_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114154,HGG16_mgt07,HGG16_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114155,HGG16_mgt12,HGG16_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114156,HGG16_mgt14,HGG16_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114157,ATP6,HGG16_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20210320,-
58067,54114158,COX3,HGG16_mgp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,cytochrome c oxidase subunit III,20210320,-
58067,54114159,HGG16_mgt15,HGG16_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114160,HGG16_mgt16,HGG16_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114161,ND4,HGG16_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,NADH dehydrogenase subunit 4,20210320,-
58067,54114162,HGG16_mgt17,HGG16_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114163,ND6,HGG16_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,NADH dehydrogenase subunit 6,20210320,-
58067,54114164,HGG16_mgt20,HGG16_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114165,HGG16_mgt21,HGG16_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114166,HGG16_mgt01,HGG16_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114167,HGG16_mgr02,HGG16_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20200908,-
58067,54114168,HGG16_mgt02,HGG16_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114169,HGG16_mgr01,HGG16_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20200908,-
58067,54114170,HGG16_mgt03,HGG16_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114171,ND1,HGG16_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,NADH dehydrogenase subunit 1,20210320,-
58067,54114172,HGG16_mgt05,HGG16_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114173,HGG16_mgt06,HGG16_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114174,ND2,HGG16_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,NADH dehydrogenase subunit 2,20210320,-
58067,54114175,HGG16_mgt08,HGG16_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114176,HGG16_mgt09,HGG16_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114177,HGG16_mgt10,HGG16_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114178,HGG16_mgt11,HGG16_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114179,COX1,HGG16_mgp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,cytochrome c oxidase subunit I,20210327,-
58067,54114180,HGG16_mgt13,HGG16_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114181,COX2,HGG16_mgp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210320,-
58067,54114182,ATP8,HGG16_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,ATP synthase F0 subunit 8,20210320,-
58067,54114183,ND3,HGG16_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210320,-
58067,54114184,ND4L,HGG16_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,NADH dehydrogenase subunit 4L,20210320,-
58067,54114185,HGG16_mgt18,HGG16_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114186,HGG16_mgt19,HGG16_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
58067,54114187,ND5,HGG16_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210320,-
58067,54114188,CYTB,HGG16_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,cytochrome b,20210129,-
58067,54114189,HGG16_mgt22,HGG16_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20200908,-
