#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
42413,33874897,CKN17_mgt04,CKN17_mgt04,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874898,CKN17_mgt07,CKN17_mgt07,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874899,CKN17_mgt12,CKN17_mgt12,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874900,CKN17_mgt14,CKN17_mgt14,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874901,ATP6,CKN17_mgp08,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,-,20170923,-
42413,33874902,COX3,CKN17_mgp07,-,-,MT,-,cytochrome c oxidase subunit III,protein-coding,-,-,-,-,20170923,-
42413,33874903,CKN17_mgt15,CKN17_mgt15,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874904,CKN17_mgt16,CKN17_mgt16,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874905,ND4,CKN17_mgp04,-,-,MT,-,NADH dehydrogenase subunit 4,protein-coding,-,-,-,-,20170923,-
42413,33874906,CKN17_mgt17,CKN17_mgt17,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874907,ND6,CKN17_mgp02,-,-,MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20170923,-
42413,33874908,CKN17_mgt20,CKN17_mgt20,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874909,CKN17_mgt21,CKN17_mgt21,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874910,CKN17_mgt01,CKN17_mgt01,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874911,CKN17_mgr02,CKN17_mgr02,-,-,MT,-,12S ribosomal RNA,rRNA,-,-,-,-,20170916,-
42413,33874912,CKN17_mgt02,CKN17_mgt02,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874913,CKN17_mgr01,CKN17_mgr01,-,-,MT,-,16S ribosomal RNA,rRNA,-,-,-,-,20170916,-
42413,33874914,CKN17_mgt03,CKN17_mgt03,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874915,ND1,CKN17_mgp13,-,-,MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20170923,-
42413,33874916,CKN17_mgt05,CKN17_mgt05,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874917,CKN17_mgt06,CKN17_mgt06,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874918,ND2,CKN17_mgp12,-,-,MT,-,NADH dehydrogenase subunit 2,protein-coding,-,-,-,-,20170923,-
42413,33874919,CKN17_mgt08,CKN17_mgt08,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874920,CKN17_mgt09,CKN17_mgt09,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874921,CKN17_mgt10,CKN17_mgt10,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874922,CKN17_mgt11,CKN17_mgt11,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874923,COX1,CKN17_mgp11,-,-,MT,-,cytochrome c oxidase subunit I,protein-coding,-,-,-,-,20170923,-
42413,33874924,CKN17_mgt13,CKN17_mgt13,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874925,COX2,CKN17_mgp10,-,-,MT,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,-,20170923,-
42413,33874926,ATP8,CKN17_mgp09,-,-,MT,-,ATP synthase F0 subunit 8,protein-coding,-,-,-,-,20170923,-
42413,33874927,ND3,CKN17_mgp06,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,-,20170923,-
42413,33874928,ND4L,CKN17_mgp05,-,-,MT,-,NADH dehydrogenase subunit 4L,protein-coding,-,-,-,-,20170923,-
42413,33874929,CKN17_mgt18,CKN17_mgt18,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874930,CKN17_mgt19,CKN17_mgt19,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
42413,33874931,ND5,CKN17_mgp03,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20170923,-
42413,33874932,CYTB,CKN17_mgp01,-,-,MT,-,cytochrome b,protein-coding,-,-,-,-,20170923,-
42413,33874933,CKN17_mgt22,CKN17_mgt22,-,-,MT,-,tRNA,tRNA,-,-,-,-,20170916,-
